,Date,riskfree,activity,MA1M,actualreturn
0,1999-12-31,4.79,1.206978301516109e-06,-30.0,-30.0
1,2000-01-31,4.78,8.407202844407179e-07,-4.46,-4.46
2,2000-02-29,5.07,-8.212365525232869e-07,-0.46,-0.46
3,2000-03-31,5.05,1.1335225605846312e-07,20.38,20.38
4,2000-04-30,5.06,-2.958868992439316e-06,-36.49,-36.49
5,2000-05-31,5.12,-1.999491138805725e-06,-22.13,-22.13
6,2000-06-30,5.16,-1.1179881663321631e-06,-0.28,-0.28
7,2000-07-31,5.13,-1.2850725982123765e-06,-6.56,-6.56
8,2000-08-31,5.12,-9.80943998415423e-07,-1.04,-1.04
9,2000-09-30,5.09,1.0727915589003139e-06,-5.45,-5.45
10,2000-10-31,5.37,2.7594330536082975e-08,-19.84,-19.84
11,2000-11-30,5.32,-6.473134184412537e-08,-3.59,-3.59
12,2000-12-31,6.08,9.88265012629747e-08,-12.06,-12.06
13,2001-01-31,5.27,1.37057537582015e-06,31.55,31.55
14,2001-02-28,5.06,4.120782716142991e-06,11.07,11.07
15,2001-03-31,4.96,4.145878710354146e-06,2.89,2.89
16,2001-04-30,5.01,-4.534300106710392e-07,-3.44,-3.44
17,2001-05-31,5.01,-3.6089334238577743e-06,0.0,0.0
18,2001-06-30,4.99,-1.2686116711332356e-06,4.42,4.42
19,2001-07-31,4.77,2.1062818272620968e-07,-21.94,-21.94
20,2001-08-31,4.54,-5.746655293015087e-06,-5.62,-5.62
21,2001-09-30,4.0,6.076281254312062e-07,-25.0,-25.0
22,2001-10-31,4.02,-1.3186480486441467e-07,7.58,7.58
23,2001-11-30,4.04,-1.1038646968923945e-06,13.75,13.75
24,2001-12-31,4.01,-2.3114840053984678e-07,6.85,6.85
25,2002-01-31,3.98,2.6042774872159165e-08,28.16,28.16
26,2002-02-28,4.01,-3.837135157181174e-08,-8.04,-8.04
27,2002-03-31,4.0,-6.478392746993687e-07,-2.91,-2.91
28,2002-04-30,4.04,-6.584176390693276e-08,-24.58,-24.58
29,2002-05-31,4.28,5.613529645314611e-08,-4.2,-4.2
30,2002-06-30,4.26,-3.926662363080264e-07,-10.23,-10.23
31,2002-07-31,4.27,-2.9571637120581076e-07,3.11,3.11
32,2002-08-31,4.28,9.078405803972566e-08,3.0,3.0
33,2002-09-30,4.28,-2.136474038352649e-08,-11.41,-11.41
34,2002-10-31,4.28,3.651684917646559e-07,3.42,3.42
35,2002-11-30,4.28,-2.412720791500262e-07,0.79,0.79
36,2002-12-31,4.52,-1.002855743674401e-07,-6.49,-6.49
37,2003-01-31,4.34,-2.6397756720657844e-06,-7.78,-7.78
38,2003-02-28,4.27,2.212773957118675e-07,2.7,2.7
39,2003-03-31,4.27,3.1297744630487706e-07,-8.77,-8.77
40,2003-04-30,4.26,2.5890468395059206e-07,14.65,14.65
41,2003-05-31,4.01,1.0290368143267632e-06,-0.56,-0.56
42,2003-06-30,4.1,-1.8771852050021248e-06,3.07,3.07
43,2003-07-31,3.75,-2.0387847353305384e-08,0.27,0.27
44,2003-08-31,3.72,-1.4077681610335627e-08,2.05,2.05
45,2003-09-30,3.77,-1.0741902863093422e-07,-8.69,-8.69
46,2003-10-31,3.84,-2.708523374336653e-08,-0.73,-0.73
47,2003-11-30,3.78,-2.1108552107680127e-06,-5.74,-5.74
48,2003-12-31,3.97,-1.9735083151059284e-08,1.25,1.25
49,2004-01-31,3.78,-1.9939667258562005e-07,-0.93,-0.93
50,2004-02-29,3.78,-9.843284358854388e-08,1.25,1.25
51,2004-03-31,3.74,-2.3974946036763137e-07,-0.77,-0.77
52,2004-04-30,3.76,-3.499522199271775e-08,0.15,0.15
53,2004-05-31,3.77,1.0935496446025166e-05,-4.32,-4.32
54,2004-06-30,3.78,-2.741079795391185e-08,-7.26,-7.26
55,2004-07-31,3.77,4.7336638805679455e-07,3.83,3.83
56,2004-08-31,3.52,-1.7603046289307915e-08,6.2,6.2
57,2004-09-30,3.55,-8.983212858761119e-09,19.17,19.17
58,2004-10-31,3.53,3.785595059872782e-09,9.17,9.17
59,2004-11-30,3.26,2.5766267446815316e-08,17.67,17.67
60,2004-12-31,3.29,-1.360652652050611e-08,-10.44,-10.44
61,2005-01-31,3.26,-6.82673790806139e-09,30.56,30.56
62,2005-02-28,3.28,-3.071585488309718e-08,13.59,13.59
63,2005-03-31,3.26,-1.647473686880626e-08,-2.39,-2.39
64,2005-04-30,3.29,3.755854294738416e-07,23.31,23.31
65,2005-05-31,3.29,1.0886139604836345e-06,13.97,13.97
66,2005-06-30,3.3,-3.5072472474746554e-07,76.93,76.93
67,2005-07-31,3.27,-1.0609428711867668e-06,10.21,10.21
68,2005-08-31,3.25,-5.007949319872752e-09,36.74,36.74
69,2005-09-30,3.28,2.174400045961946e-06,24.45,24.45
70,2005-10-31,3.51,3.5062927941847583e-06,-2.56,-2.56
71,2005-11-30,3.5,3.3858905775986537e-06,42.58,42.58
72,2005-12-31,3.76,-2.535327570855637e-06,-6.09,-6.09
73,2006-01-31,3.76,2.2616357605141517e-06,-4.11,-4.11
74,2006-02-28,3.99,6.586737762875244e-06,10.79,10.79
75,2006-03-31,3.97,7.85530121579699e-06,-4.93,-4.93
76,2006-04-30,3.97,-5.811392362628326e-06,-11.72,-11.72
77,2006-05-31,3.96,-2.1528376502301913e-06,-7.94,-7.94
78,2006-06-30,4.21,1.9623947469260025e-06,-1.25,-1.25
79,2006-07-31,4.22,1.3197143030412252e-06,-10.16,-10.16
80,2006-08-31,4.49,-2.528090690593609e-06,25.44,25.44
81,2006-09-30,4.48,5.821681131236558e-06,22.99,22.99
82,2006-10-31,4.48,4.761535899700769e-07,-1.94,-1.94
83,2006-11-30,4.49,-8.858667575480209e-06,10.78,10.78
84,2006-12-31,4.6,1.3371242534373473e-06,-1.17,-1.17
85,2007-01-31,4.61,-3.592560568521328e-06,-1.66,-1.66
86,2007-02-28,4.55,-4.1116486462572e-07,15.94,15.94
87,2007-03-31,4.63,1.5172672380627483e-05,8.54,8.54
88,2007-04-30,4.88,1.3042849105793365e-06,25.72,25.72
89,2007-05-31,4.56,2.9116214086285484e-06,64.58,64.58
