,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,179000,179000,138300,113000,179000,71506,33550,179000,160000,140000,0.33806764586982885,125.44,133.68,32.1,371.05,2377538,0.0403,0.0582,0.0381,0.0439,4.79,54.31
1,2000-01-31,126000,169000,133100,110000,179000,78953,33550,126000,118000,110000,0.2502228958630528,56.13,49.11,0.0,224.32,1336048,0.0432,0.0584,0.04,0.0559,4.78,-29.61
2,2000-02-29,95500,138000,121390,95500,179000,85126,36600,115000,106260,95500,-0.12354791868344628,-20.42,19.52,-16.59,165.28,1450130,0.0459,0.0428,0.0412,0.055,5.07,-21.72
3,2000-03-31,98000,113000,102170,94000,179000,90624,41800,103500,99220,97800,-0.3337512907508482,-45.25,30.49,-2.0,135.58,1072819,0.0477,0.0324,0.0425,0.0452,5.05,2.62
4,2000-04-30,75800,103500,85955,74800,179000,93458,50500,80400,77880,75800,-1.1728089191700217,-37.87,-4.05,-7.67,32.29,695800,0.0504,0.0462,0.043,0.0431,5.06,-22.49
5,2000-05-31,84000,86000,79755,73000,179000,95842,67500,84000,76960,73000,-0.313623339411305,-12.04,-34.38,14.29,38.39,1277437,0.049,0.0404,0.0436,0.0425,5.12,10.82
6,2000-06-30,98200,102500,93785,84000,179000,97642,72200,98200,95200,90200,-0.18377602297200288,-5.12,-45.14,9.84,27.86,885559,0.046,0.0456,0.0435,0.0441,5.16,25.42
7,2000-07-31,79800,96900,87535,78000,179000,98043,72200,79900,79120,78000,-0.9496402877697843,5.28,-36.67,-1.6,-5.56,571656,0.0403,0.0171,0.0415,0.0364,5.13,-18.74
8,2000-08-31,75900,82400,79095,75900,179000,98221,72500,79400,78160,75900,-3.750972762645915,-9.64,-20.52,-2.32,2.57,366358,0.0352,0.0224,0.0413,0.0306,5.12,-4.89
9,2000-09-30,66800,77600,68615,58000,179000,97448,58000,66800,64460,61500,2.1782729805013927,-31.28,-32.32,13.22,-14.36,508246,0.0368,0.0401,0.0425,0.0279,5.09,-15.87
10,2000-10-31,67000,70000,65430,59000,179000,96451,58000,69400,67420,65000,0.9446407538280329,-16.04,-11.61,-1.33,-16.98,637765,0.0353,0.0386,0.0432,0.0344,5.37,0.3
11,2000-11-30,60000,73000,67570,60000,179000,93302,58000,66500,63180,60000,0.4268774703557312,-22.68,-23.37,-6.1,-53.13,520763,0.0305,0.0251,0.0417,0.0364,5.32,-7.69
12,2000-12-31,67000,72900,66530,60000,179000,88486,58000,69500,67980,67000,-0.09753938750221278,5.51,-25.72,0.0,-56.49,713898,0.0309,0.0344,0.0402,0.0335,6.08,2.6
13,2001-01-31,75400,81900,74105,66500,138000,82914,58000,79800,76020,73500,-0.31225099601593626,12.54,-5.51,-5.51,-40.16,572073,0.0345,0.0427,0.0375,0.0354,5.27,12.54
14,2001-02-28,65300,76500,70050,65000,113000,78635,58000,67300,65960,65000,-0.07553415588323804,2.51,-17.76,-0.31,-33.23,628816,0.0348,0.0234,0.0359,0.0342,5.06,-12.93
15,2001-03-31,56100,64900,59530,55600,102500,74846,55600,58200,56760,56100,0.3552401746724891,-16.27,-16.02,0.9,-45.8,651811,0.0322,0.0214,0.0345,0.031,4.96,-14.09
16,2001-04-30,63000,63000,56455,52000,102500,72517,52000,63000,59960,57900,0.8460627590290112,-14.29,-3.08,7.69,-16.89,559747,0.0301,0.0259,0.0328,0.0243,5.01,12.3
17,2001-05-31,57000,63000,60405,57000,102500,70837,52000,60500,59180,57000,0.39545737398879904,-12.71,-5.0,-4.2,-32.14,615149,0.0284,0.0186,0.0311,0.0222,5.01,-9.52
18,2001-06-30,52000,59300,55210,51100,98200,67728,51100,54300,52580,51100,0.17118279569892472,-7.96,-22.39,-4.06,-46.5,1320621,0.027,0.0217,0.0288,0.022,4.99,-13.33
19,2001-07-31,53400,53700,52460,50400,82400,64657,50400,53600,52580,51600,0.46070133010882713,-15.24,-29.18,0.19,-33.08,551253,0.022,0.0196,0.0289,0.0201,4.77,2.69
20,2001-08-31,51000,54000,52655,51000,81900,62272,50400,53300,52060,51000,0.3209387381895763,-10.53,-21.9,-2.49,-32.81,525998,0.0206,0.0157,0.0285,0.0194,4.54,-4.49
21,2001-09-30,44400,51500,45730,40500,81900,60548,40500,46150,44920,44000,0.4070164545172306,-13.11,-21.42,-0.11,-32.21,447045,0.0236,0.0353,0.0279,0.0249,4.0,-15.59
22,2001-10-31,48000,48450,46813,44800,81900,58981,40500,48450,47490,46600,0.3564880112834979,-10.11,-23.81,1.05,-28.36,367051,0.0225,0.0189,0.0263,0.0248,4.02,8.11
23,2001-11-30,53100,56800,52243,49000,81900,57538,40500,56800,54420,53100,-0.2530434782608696,2.91,-9.69,-2.93,-11.5,1099526,0.0231,0.0228,0.0257,0.0266,4.04,11.91
