,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,15382.197405758317,0.17876,1.9807636624469537e-06,-9.57,-9.57,0.054,-9.57,11.18
1,2000-01-31,4.78,-8.41,7173.307581096955,0.16762,8.423584705820859e-06,-14.9,-14.9,0.0486,-14.9,-8.41
2,2000-02-29,5.07,-13.36,8221.08668215027,0.18279,2.19124598331613e-05,6.98,6.98,0.0428,6.98,-13.36
3,2000-03-31,5.05,4.71,9018.33502531589,0.17596,1.365888413502802e-05,-3.73,-3.73,0.05,-3.73,4.71
4,2000-04-30,5.06,-17.96,7452.416196717287,0.15456,-2.8680736060539553e-07,-15.18,-15.18,0.047,-15.18,-17.96
5,2000-05-31,5.12,1.68,8876.57142720636,0.09566,-1.9833339909299463e-05,-38.11,-38.11,0.0512,-38.11,1.68
6,2000-06-30,5.16,12.61,17947.27993873736,0.10777,-8.632387667773542e-06,10.06,10.06,0.056,10.06,12.61
7,2000-07-31,5.13,-14.44,9026.118263830156,0.09678,3.0164235341904715e-06,-10.19,-10.19,0.0266,-10.19,-14.44
8,2000-08-31,5.12,-3.14,5103.692351388774,0.09109,-1.0455484886154864e-05,-5.87,-5.87,0.0338,-5.87,-3.14
9,2000-09-30,5.09,-17.36,5074.261109733587,0.07994,-1.0825283005960157e-05,-15.6,-15.6,0.0296,-15.6,-17.36
10,2000-10-31,5.37,-16.2,5147.49592663355,0.06915,4.349237999970688e-06,-13.51,-13.51,0.0237,-13.51,-16.2
11,2000-11-30,5.32,-0.81,5607.317352830528,0.06232,-1.7792550673118684e-06,-11.08,-11.08,0.0185,-11.08,-0.81
12,2000-12-31,6.08,-4.36,12712.9350109218,0.07065,-1.586906156405102e-06,5.52,5.52,0.0397,5.52,-4.36
13,2001-01-31,5.27,23.09,22933.831585537642,0.0726,-2.2003183773334447e-06,9.65,9.65,0.0489,9.65,23.09
14,2001-02-28,5.06,-7.49,14475.684644094512,0.07785,5.840909166841428e-06,10.18,10.18,0.0257,10.18,-7.49
15,2001-03-31,4.96,-9.68,11222.768308378065,0.0632,-1.3610818167037883e-05,-18.81,-18.81,0.0241,-18.81,-9.68
16,2001-04-30,5.01,11.19,11066.203026417896,0.07385,-1.285705260537237e-06,16.85,16.85,0.0363,16.85,11.19
17,2001-05-31,5.01,5.02,15525.149081898291,0.08095,2.252107509307164e-06,9.62,9.62,0.0287,9.62,5.02
18,2001-06-30,4.99,-7.17,41759.920838183934,0.10652,-6.35878588491144e-07,26.32,26.32,0.0533,26.32,-7.17
19,2001-07-31,4.77,-8.5,15300.110063042139,0.08787,1.0126111898010167e-06,-17.5,-17.5,0.0363,-17.5,-8.5
20,2001-08-31,4.54,0.66,9551.371368056449,0.08113,-1.7954464174310342e-06,-7.68,-7.68,0.0278,-7.68,0.66
21,2001-09-30,4.0,-17.28,16699.397697039654,0.07288,-2.2779066082104e-06,-19.03,-19.03,0.0584,-19.03,-17.28
22,2001-10-31,4.02,12.78,8052.88013281386,0.08318,1.0596237097214266e-05,14.13,14.13,0.0171,14.13,12.78
23,2001-11-30,4.04,20.45,15321.369237411984,0.10475,7.902048832679228e-06,26.07,26.07,0.0282,26.07,20.45
24,2001-12-31,4.01,10.41,11866.663921516147,0.10813,4.854385244736242e-06,8.75,8.75,0.0254,8.75,10.41
25,2002-01-31,3.98,6.92,26793.618344250295,0.11396,-6.4698480764197385e-06,9.85,9.85,0.0335,9.85,6.92
26,2002-02-28,4.01,10.36,33267.18706704282,0.14993,3.6948304019964625e-06,25.18,25.18,0.0489,25.18,10.36
27,2002-03-31,4.0,8.98,37640.82093369754,0.17889,-7.833525161371476e-06,19.32,19.32,0.0297,19.32,8.98
28,2002-04-30,4.04,-4.87,19147.39925252307,0.12844,1.4988238171568828e-06,-28.19,-28.19,0.0321,-28.19,-4.87
29,2002-05-31,4.28,-5.25,16872.628992451802,0.10988,-5.377600786746302e-06,-14.46,-14.46,0.0346,-14.46,-5.25
