,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,2410.0,3405.0,3049.0,2410.0,55000.0,21845.0,2410.0,3190.0,2774.0,2410.0,-23.97,-42.48,-33.22,-28.91,10.1,4063236.0,0.0602,0.0611,0.0533,0.0579,4.79,-23.97
1,2000-01-31,2105.0,2770.0,2375.0,1950.0,55000.0,19406.0,1950.0,2180.0,2065.0,1950.0,-12.66,-44.16,-44.61,0.24,-18.18,2800562.0,0.0586,0.0567,0.0534,0.0577,4.78,-12.66
2,2000-02-29,1730.0,2300.0,1973.0,1705.0,55000.0,17538.0,1705.0,1920.0,1778.0,1710.0,-19.16,-44.19,-48.36,1.47,-12.47,2157224.0,0.0578,0.0529,0.0536,0.0561,5.07,-19.16
3,2000-03-31,1460.0,2020.0,1739.0,1460.0,55000.0,15344.0,1460.0,1665.0,1552.0,1460.0,-15.61,-39.42,-57.18,-14.12,-38.36,1269040.0,0.0518,0.0425,0.0545,0.0456,5.05,-15.61
4,2000-04-30,1115.0,1460.0,1252.0,1080.0,55000.0,13208.0,1080.0,1220.0,1150.0,1095.0,-32.01,-47.9,-70.11,-4.7,-63.88,1115056.0,0.0538,0.0548,0.0555,0.05,5.06,-32.01
5,2000-05-31,900.0,1295.0,980.0,740.0,50700.0,9574.0,740.0,905.0,854.0,780.0,-19.28,-47.98,-71.43,11.8,-73.6,2416426.0,0.0588,0.0833,0.0567,0.0619,5.12,-19.28
6,2000-06-30,920.0,1170.0,976.0,855.0,50700.0,6238.0,740.0,1000.0,966.0,920.0,5.75,-36.99,-61.83,0.0,-76.47,2737408.0,0.0579,0.0649,0.0591,0.0678,5.16,5.75
7,2000-07-31,840.0,1155.0,997.0,840.0,4900.0,2331.0,740.0,925.0,888.0,840.0,-8.7,-24.66,-60.1,-5.08,-77.89,1608684.0,0.0596,0.056,0.0595,0.068,5.13,-8.7
8,2000-08-31,870.0,985.0,907.0,850.0,4900.0,2109.0,740.0,950.0,914.0,870.0,3.57,-3.33,-49.71,-6.45,-72.64,1265780.0,0.0563,0.0288,0.0567,0.0439,5.12,3.57
9,2000-09-30,845.0,915.0,833.0,735.0,4900.0,1923.0,735.0,865.0,812.0,775.0,-7.14,-10.58,-44.95,14.97,-76.46,1375050.0,0.0569,0.0436,0.0555,0.0438,5.09,-7.14
10,2000-10-31,575.0,820.0,709.0,575.0,4050.0,1622.0,575.0,670.0,641.0,575.0,-31.95,-31.55,-48.43,-13.53,-84.75,981452.0,0.0539,0.0281,0.0536,0.0344,5.37,-31.95
11,2000-11-30,570.0,640.0,596.0,560.0,3405.0,1358.0,560.0,595.0,581.0,570.0,-8.8,-36.67,-34.48,-3.39,-81.9,1144850.0,0.0419,0.0454,0.0525,0.0401,5.32,-8.8
12,2000-12-31,410.0,595.0,523.0,410.0,2770.0,1169.0,410.0,510.0,449.0,410.0,-29.31,-47.1,-58.16,-19.61,-85.36,2769268.0,0.0402,0.0318,0.0508,0.0357,6.08,-29.31
13,2001-01-31,550.0,550.0,513.0,410.0,2300.0,1006.0,410.0,550.0,529.0,505.0,34.15,-4.35,-34.52,5.77,-73.87,1526158.0,0.0393,0.0487,0.0503,0.0448,5.27,34.15
14,2001-02-28,610.0,680.0,563.0,490.0,2020.0,888.0,410.0,680.0,644.0,610.0,20.79,7.02,-35.79,-6.87,-65.92,4993906.0,0.0426,0.0507,0.0502,0.0454,5.06,20.79
15,2001-03-31,495.0,595.0,560.0,495.0,1460.0,784.0,410.0,565.0,534.0,495.0,-18.85,20.73,-41.42,-11.61,-66.1,1022058.0,0.0404,0.0249,0.0492,0.0436,4.96,-18.85
16,2001-04-30,490.0,505.0,479.0,450.0,1295.0,722.0,410.0,490.0,479.0,475.0,-1.01,-9.26,-21.6,1.03,-56.05,567584.0,0.04,0.0225,0.0471,0.0357,5.01,-1.01
17,2001-05-31,605.0,685.0,569.0,500.0,1170.0,686.0,410.0,645.0,631.0,605.0,23.47,-0.82,6.14,-11.68,-32.78,2604796.0,0.0393,0.0433,0.0426,0.0319,5.01,23.47
