,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,13550,17200,15460,13550,34800,16314,7370,14500,14190,13550,-16.87,-23.88,-38.61,-7.51,167.18,20940,0.058,0.034,0.0595,0.0542,4.79,-16.87
1,2000-01-31,17500,19000,15790,12800,34800,16815,7370,19000,18200,17500,29.15,-18.6,2.94,-7.65,169.23,83522,0.0585,0.0586,0.0569,0.0513,4.78,29.15
2,2000-02-29,15000,20700,15653,13500,34800,17276,7800,15000,14410,13800,-20.21,-6.83,-11.24,9.89,178.88,113342,0.0562,0.0667,0.0575,0.0551,5.07,-20.21
3,2000-03-31,20300,25800,19538,14800,34800,18190,10800,22500,20760,19600,35.33,49.82,22.29,-2.4,158.36,182818,0.0653,0.0957,0.0622,0.075,5.05,35.33
4,2000-04-30,17400,20500,18053,14050,34800,18636,12500,18850,18070,17400,-22.67,-7.45,-20.55,-5.69,68.0,50042,0.0658,0.0688,0.0637,0.078,5.06,-22.67
5,2000-05-31,23000,24600,20255,15800,34800,18855,12500,23000,20320,17800,32.18,53.33,35.69,32.56,67.71,154288,0.0733,0.0983,0.067,0.088,5.12,32.18
6,2000-06-30,20850,26700,22183,18800,34800,18658,12500,21900,21250,20800,-4.58,2.21,53.87,-4.36,-5.53,94500,0.0755,0.0569,0.067,0.0764,5.16,-4.58
7,2000-07-31,18200,21700,19918,18000,26700,18392,12500,18400,18240,18000,-12.71,4.6,4.0,-1.62,7.06,43680,0.0728,0.0326,0.066,0.0683,5.13,-12.71
8,2000-08-31,19750,21500,19653,18300,26700,18617,12800,20800,19470,18550,8.52,-14.13,31.67,5.05,16.18,42334,0.0688,0.0366,0.0626,0.0419,5.12,8.52
9,2000-09-30,17750,21200,18550,15900,26700,18774,12800,17900,17530,16950,-8.51,-14.66,-15.48,11.64,0.85,62744,0.0624,0.062,0.0634,0.0446,5.09,-8.51
10,2000-10-31,21000,23000,19765,17500,26700,18837,12800,23000,21900,21000,18.31,15.38,20.69,-0.94,-2.33,188076,0.0567,0.0403,0.0618,0.0459,5.37,18.31
11,2000-11-30,27600,28150,25480,22450,28150,19173,12800,27650,26210,22800,22.12,32.69,26.32,22.94,62.83,200924,0.0522,0.0765,0.0634,0.0605,5.32,22.12
12,2000-12-31,12000,27650,20843,12000,28150,19472,12000,18000,14980,12000,-47.37,-32.01,-44.7,-33.33,-16.08,88448,0.0545,0.0542,0.0656,0.0632,6.08,-47.37
13,2001-01-31,16650,18000,16273,12000,28150,19589,12000,17150,16600,16250,38.75,-20.71,-8.52,-2.92,-4.86,93568,0.0592,0.0728,0.0663,0.0703,5.27,38.75
14,2001-02-28,15850,17100,16160,15450,28150,19631,12000,17100,16490,15850,-2.46,-40.86,-15.92,-5.09,8.93,107058,0.0583,0.0232,0.0639,0.0578,5.06,-2.46
15,2001-03-31,12450,15150,13443,12450,28150,19148,12000,13100,12740,12450,-21.45,3.75,-29.86,-5.32,-38.97,41848,0.0547,0.0341,0.0585,0.0449,4.96,-21.45
16,2001-04-30,16100,17650,15013,12000,28150,18901,12000,16100,15740,15450,29.32,-3.01,-28.76,2.55,-7.47,142674,0.0578,0.0586,0.0577,0.0423,5.01,29.32
17,2001-05-31,16200,16200,14890,14200,28150,18433,12000,16200,15370,14850,0.62,2.21,-41.3,4.52,-29.57,129410,0.0489,0.0274,0.0508,0.0428,5.01,0.62
18,2001-06-30,15100,17100,15910,15100,28150,17904,12000,16800,15540,15100,1.68,20.8,25.83,-9.58,-27.4,85346,0.0402,0.0332,0.049,0.0415,4.99,1.68
19,2001-07-31,12700,15300,13223,11650,28150,17329,11650,12700,12270,11650,-15.89,-21.12,-23.72,7.17,-30.22,40800,0.0366,0.0294,0.0488,0.0295,4.77,-15.89
20,2001-08-31,11700,13400,12733,11700,28150,16706,11650,12850,12360,11700,-7.87,-27.78,-26.18,-8.59,-40.76,20198,0.0363,0.0234,0.048,0.0268,4.54,-7.87
21,2001-09-30,10900,13500,10899,9010,28150,16117,9010,10900,9728,9100,-15.18,-28.52,-14.51,20.98,-37.36,65300,0.0435,0.0738,0.0493,0.0471,4.0,-15.18
22,2001-10-31,12450,13050,12015,11100,28150,15469,9010,12600,12470,12200,14.22,-1.97,-22.67,-4.6,-40.71,16082,0.0386,0.0237,0.0486,0.0462,4.02,14.22
23,2001-11-30,12850,13200,12805,12150,26450,14352,9010,13200,12720,12150,2.8,5.33,-19.18,-1.15,-53.44,42644,0.0379,0.0254,0.0436,0.0463,4.04,2.8
24,2001-12-31,11400,12850,11865,10650,18000,13787,9010,11400,10980,10650,-7.32,4.59,-25.25,2.7,-5.0,13018,0.0378,0.0303,0.0402,0.0253,4.01,-7.32
25,2002-01-31,11000,11550,11133,10800,17650,13348,9010,11450,11260,11000,-3.51,-11.65,-13.39,-2.22,-33.93,19856,0.0365,0.0167,0.0359,0.023,3.98,-3.51
26,2002-02-28,11500,12200,11430,10800,17650,12990,9010,12200,11870,11500,0.88,-6.5,-10.51,-2.95,-27.44,56616,0.0372,0.031,0.0365,0.0261,4.01,0.88
27,2002-03-31,11900,13500,12375,11650,17650,12893,9010,13000,12380,11900,3.48,4.39,9.17,-8.81,-4.8,36835,0.0246,0.0237,0.0356,0.0244,4.0,3.48
28,2002-04-30,8510,11400,10182,8510,17100,12494,8510,8750,8616,8510,-28.49,-22.99,-31.92,-3.3,-47.14,23716,0.0261,0.0271,0.0327,0.029,4.04,-28.49
29,2002-05-31,8610,9580,8842,8550,17100,11948,8510,9150,8830,8610,1.18,-25.13,-33.0,0.12,-46.85,35066,0.0275,0.0297,0.0331,0.0298,4.28,1.18
30,2002-06-30,7070,9150,8230,6700,15300,11359,6700,7430,7080,6700,-18.74,-42.29,-37.98,-10.51,-53.64,11050,0.0285,0.0352,0.0331,0.0313,4.26,-18.74
31,2002-07-31,6540,7600,7099,6540,13500,10809,6540,6850,6720,6540,-7.5,-23.15,-40.55,-7.76,-48.5,8672,0.0293,0.024,0.0328,0.0299,4.27,-7.5
32,2002-08-31,6070,6480,6136,5970,13500,10238,5970,6080,6050,5970,-10.07,-33.66,-47.22,-3.65,-50.25,23644,0.0285,0.0263,0.0331,0.0275,4.28,-10.07
33,2002-09-30,5450,7700,6532,5450,13500,9873,5450,6120,5938,5450,-10.21,-22.91,-54.2,-10.36,-50.0,33536,0.0347,0.057,0.0303,0.0381,4.28,-10.21
34,2002-10-31,5500,6090,5306,4885,13500,9289,4885,6090,5716,5460,0.92,-15.9,-35.37,3.77,-55.82,58045,0.0363,0.0438,0.0318,0.0429,4.28,0.92
35,2002-11-30,5630,5630,5292,5080,13500,8649,4885,5630,5452,5290,-0.71,-5.7,-36.67,8.27,-53.66,29502,0.0354,0.0163,0.0316,0.0416,4.28,-0.71
36,2002-12-31,4690,5710,5445,4690,13500,8135,4690,5350,5035,4690,-16.7,-13.94,-33.66,-12.34,-58.86,10062,0.034,0.0214,0.0311,0.0296,4.52,-16.7
37,2003-01-31,3900,4950,4370,3770,13500,7551,3770,4035,3885,3770,-16.84,-28.57,-42.22,-3.7,-64.71,4691,0.034,0.0261,0.0316,0.0218,4.34,-16.84
38,2003-02-28,3940,3940,3755,3565,13500,6958,3565,3940,3839,3750,3.14,-29.01,-34.88,3.68,-65.74,11260,0.0335,0.0206,0.0309,0.0227,4.27,3.14
