,Date,riskfree,kospi200,professionalism,pbr,activity,actualreturn,mktcap
0,1999-12-31,4.79,11.18,10136.012407670507,1.07763,-2.9000889688695366e-05,-28.09,1641404
1,2000-01-31,4.78,-8.41,9927.204069262481,1.16096,-7.70415158097948e-06,7.73,1745476
2,2000-02-29,5.07,-13.36,14031.556172409351,0.95706,4.242660864214369e-06,-8.27,1816746
3,2000-03-31,5.05,4.71,10771.62259915398,0.85513,-1.4542572880092764e-05,-10.65,1444647
4,2000-04-30,5.06,-17.96,20333.880345572354,0.79126,-8.179567081448478e-06,-23.37,1196855
5,2000-05-31,5.12,1.68,16335.75786233415,0.89583,9.511555647753643e-06,13.22,1138307
6,2000-06-30,5.16,12.61,20117.809679818645,1.08057,4.948371946292156e-06,23.02,1461453
7,2000-07-31,5.13,-14.44,13384.374739669007,0.9028,-1.3759123260294944e-06,-16.45,1416466
8,2000-08-31,5.12,-3.14,6471.994607694083,1.03177,2.051549901433726e-05,14.29,1420728
9,2000-09-30,5.09,-17.36,6234.055016495246,1.01086,2.2910385333644366e-05,-4.92,1453146
10,2000-10-31,5.37,-16.2,3941.314386060856,0.92023,5.430268249019598e-06,-8.97,1338504
11,2000-11-30,5.32,-0.81,5709.919965489855,1.02829,1.5617273641163842e-05,12.6,1488258
12,2000-12-31,6.08,-4.36,4415.993205424013,0.95857,1.4855036605330516e-05,-9.24,1476619
13,2001-01-31,5.27,23.09,11958.986347039401,1.27229,8.443698329973546e-06,32.73,1682126
14,2001-02-28,5.06,-7.49,5717.753570393791,1.25834,1.542191795415395e-05,3.44,1777465
15,2001-03-31,4.96,-9.68,3163.3130128223597,1.07011,6.222793291233092e-06,-14.96,1631291
16,2001-04-30,5.01,11.19,6052.478294690433,0.86715,1.091463729072269e-05,15.31,1586363
17,2001-05-31,5.01,5.02,5040.8428899760875,0.97003,1.5265336645260168e-05,11.86,1893552
18,2001-06-30,4.99,-7.17,5100.310054345061,1.0178,6.283961524753096e-06,4.14,1965220
19,2001-07-31,4.77,-8.5,5050.76132409954,0.91369,3.5558214326048956e-06,-10.23,1961635
20,2001-08-31,4.54,0.66,4003.030269020468,0.92104,5.562593837489327e-06,0.8,1926359
21,2001-09-30,4.0,-17.28,2827.3559510667947,0.8794,1.1257916565624838e-05,-9.57,1768288
22,2001-10-31,4.02,12.78,3482.06532545051,0.99208,1.5909793744979093e-05,12.81,1971544
23,2001-11-30,4.04,20.45,7169.71798223988,1.28602,8.709085101346894e-06,33.93,2310007
24,2001-12-31,4.01,10.41,5471.983655377248,1.37176,4.071736919393845e-06,16.18,2656470
25,2002-01-31,3.98,6.92,5756.092256873713,1.51873,5.017539341650589e-06,10.71,3000416
26,2002-02-28,4.01,10.36,3848.1251781488577,1.59222,9.2977399863532e-06,3.17,3138527
27,2002-03-31,4.0,8.98,3943.8508502267073,1.80533,7.25080419343837e-06,13.38,3521943
28,2002-04-30,4.04,-4.87,6291.446866572423,2.16084,2.56726285215963e-06,18.72,4114839
29,2002-05-31,4.28,-5.25,4632.640568462005,1.82992,1.6396241750719518e-07,-15.31,4054519
30,2002-06-30,4.26,-12.73,3761.659356119541,1.82745,-9.719944674242004e-07,-11.38,3691151
31,2002-07-31,4.27,-3.77,3496.0309474752175,1.99538,5.95551375483085e-06,9.19,3773038
32,2002-08-31,4.28,1.76,3190.1874307398466,2.03737,3.9973974340404906e-06,6.31,3966025
33,2002-09-30,4.28,-12.08,5028.031058696667,1.76325,-5.3894231967163445e-06,-13.45,3876370
34,2002-10-31,4.28,2.13,3815.9386658385674,1.82745,6.041887750499835e-06,3.64,3587332
35,2002-11-30,4.28,8.38,5583.715455316901,1.82992,-7.37215597459661e-06,-1.33,3475173
36,2002-12-31,4.52,-13.23,4029.837975672191,1.60026,7.400146928920074e-06,-12.55,3538913
37,2003-01-31,4.34,-5.82,3910.455872747324,1.49901,-1.7276844775820416e-06,-6.33,3149199
38,2003-02-28,4.27,-3.15,3860.7389284519013,1.40763,-5.237719996887174e-07,-2.56,2984971
39,2003-03-31,4.27,-6.59,5503.967824099682,1.22489,-2.9975258672014333e-06,-12.98,2594333
40,2003-04-30,4.26,12.34,3964.324208869256,1.0866,6.037623771080724e-06,16.5,2830632
41,2003-05-31,4.01,5.34,4613.3044592895785,1.17715,3.228643091139031e-06,8.33,3055397
42,2003-06-30,4.1,6.13,6258.466383109613,1.05219,-2.635204745423301e-05,-10.62,3043009
43,2003-07-31,3.75,7.08,5501.677876378276,1.06668,4.488947138282793e-06,1.38,3044384
44,2003-08-31,3.72,5.24,5400.4747827401625,1.17715,1.277544515922673e-05,4.84,3148419
45,2003-09-30,3.77,-8.24,4741.465330054657,1.16629,1.1563267765785792e-05,-0.92,3301332
46,2003-10-31,3.84,13.28,4253.406607845275,1.22424,9.572485279115167e-06,4.97,3284066
47,2003-11-30,3.78,3.06,4470.400854766648,1.20251,-5.957380219170905e-06,-0.9,3247670
48,2003-12-31,3.97,1.54,3417.9174926430505,1.24054,7.92489337274023e-06,3.16,3204793
49,2004-01-31,3.78,5.4,4856.0881115610455,1.29849,4.0785057369345675e-06,4.67,3301224
50,2004-02-29,3.78,2.57,4479.641200497415,1.37093,1.4594661611121775e-05,10.03,3588146
51,2004-03-31,3.74,0.05,3789.3156260568326,1.43975,4.6121055339703465e-06,5.02,3690272
52,2004-04-30,3.76,-3.09,3408.9309074139865,1.36453,7.25385175496521e-06,0.0,4013846
53,2004-05-31,3.77,-7.35,4096.544497148855,1.31205,9.967602547760702e-10,-3.85,3583297
54,2004-06-30,3.78,-2.2,3073.6155814355207,1.2928,-2.6134394932180207e-07,-1.07,3670278
55,2004-07-31,3.77,-6.46,3862.662245968147,1.1441,-6.072000034388399e-06,-11.5,3184640
56,2004-08-31,3.52,8.0,3302.7397176392296,1.20183,8.668467577580846e-07,5.05,3293942
57,2004-09-30,3.55,4.67,3511.7959262330505,1.15985,-9.137611938328082e-06,-2.79,3424840
58,2004-10-31,3.53,0.61,3431.649080072542,1.1651,-1.9663951921357225e-06,-0.6,3257159
59,2004-11-30,3.26,5.01,4013.5294427450503,1.37327,1.1764633976641905e-05,17.87,3531651
60,2004-12-31,3.29,1.63,3377.49395313088,1.42576,4.325221613674846e-06,3.82,3887549
61,2005-01-31,3.26,5.04,2934.7724623552976,1.39951,-3.6002761128337e-06,-1.84,3878567
62,2005-02-28,3.28,8.09,3589.355722151561,1.4345,-6.981724997107186e-06,2.12,3909124
