,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,7750.0,11500.0,9704.0,7750.0,16000.0,11313.0,7750.0,9000.0,8548.0,7750.0,-11.380710659898478,-22.42,-47.64,-16.22,1.97,89974.0,0.0392,0.0522,0.0491,0.0375,4.79,-13.89
1,2000-01-31,6830.0,7600.0,6810.0,5900.0,16000.0,11007.0,5900.0,7080.0,6538.0,5900.0,0.43959731543624153,-19.65,-42.12,14.98,-44.7,100874.0,0.0402,0.0529,0.044,0.0444,4.78,-11.87
2,2000-02-29,5310.0,6790.0,5422.0,4150.0,16000.0,10574.0,4150.0,5310.0,4934.0,4600.0,0.8829178586023703,-43.21,-50.14,27.95,-48.94,78902.0,0.0431,0.0592,0.0444,0.054,5.07,-20.98
3,2000-03-31,4950.0,6960.0,6025.0,4950.0,16000.0,10108.0,4150.0,5650.0,5238.0,4950.0,0.6385648639095087,-36.13,-50.99,-11.92,-56.58,69422.0,0.0491,0.0541,0.0471,0.0586,5.05,-6.78
4,2000-04-30,3730.0,5070.0,4380.0,3675.0,16000.0,9501.0,3675.0,4060.0,3877.0,3675.0,0.6034178760341787,-44.49,-54.23,-11.19,-73.73,46866.0,0.0495,0.0351,0.047,0.0543,5.06,-32.3
5,2000-05-31,1175.0,4300.0,2732.0,1095.0,15500.0,8629.0,1095.0,1510.0,1234.0,1095.0,0.8588287195323702,-77.87,-87.63,-25.87,-90.67,1493258.0,0.0631,0.0926,0.0527,0.0709,5.12,-68.5
6,2000-06-30,1380.0,1780.0,1397.0,1160.0,15100.0,7594.0,1095.0,1380.0,1324.0,1290.0,0.8100166944908181,-72.78,-82.19,5.34,-89.85,159180.0,0.0688,0.0759,0.0553,0.0776,5.16,24.89
7,2000-07-31,1245.0,1360.0,1236.0,1095.0,13400.0,6553.0,1095.0,1245.0,1141.0,1095.0,0.7447736165455562,-66.62,-81.77,13.7,-89.45,70224.0,0.067,0.0349,0.055,0.0779,5.13,-9.78
8,2000-08-31,1660.0,2305.0,1731.0,1310.0,11500.0,5683.0,1095.0,1860.0,1744.0,1660.0,-0.49301325689716946,41.28,-68.74,-4.32,-83.73,489210.0,0.0728,0.0972,0.0602,0.0685,5.12,33.33
9,2000-09-30,1915.0,2320.0,1865.0,1595.0,11500.0,5065.0,1095.0,1975.0,1946.0,1915.0,-0.5851576994434138,47.31,-61.78,-4.01,-80.85,1058386.0,0.0785,0.0883,0.0646,0.0776,5.09,11.01
10,2000-10-31,1300.0,1860.0,1534.0,1295.0,11500.0,4365.0,1095.0,1420.0,1354.0,1295.0,-0.05217801912407036,4.42,-65.15,-12.46,-84.71,217102.0,0.0832,0.0765,0.0678,0.0876,5.37,-32.11
11,2000-11-30,1100.0,1660.0,1319.0,1095.0,11500.0,3650.0,1095.0,1200.0,1150.0,1095.0,0.40974892558244735,-36.23,-0.45,-7.95,-88.42,244318.0,0.0714,0.0443,0.0693,0.0746,5.32,-15.06
12,2000-12-31,770.0,1200.0,982.0,770.0,8500.0,3000.0,770.0,1020.0,904.0,770.0,0.6657528237745367,-60.71,-40.77,-24.51,-91.19,522852.0,0.0739,0.0749,0.0712,0.0691,6.08,-35.02
13,2001-01-31,1550.0,1930.0,1494.0,770.0,6960.0,2524.0,770.0,1850.0,1646.0,1550.0,-0.24873884361660845,19.23,24.5,-16.22,-77.31,1235940.0,0.0846,0.1028,0.0764,0.0819,5.27,101.3
14,2001-02-28,1605.0,1620.0,1585.0,1400.0,6960.0,2204.0,770.0,1605.0,1605.0,1605.0,-0.5480542452830188,37.18,-8.29,0.0,-67.84,0.0,0.0759,0.0356,0.0753,0.0776,5.06,-5.59
15,2001-03-31,3340.0,4370.0,3145.0,1605.0,4950.0,1939.0,770.0,3620.0,3460.0,3300.0,-0.446304922573335,35.45,-45.54,-7.99,-79.43,225576.0,0.072,0.0621,0.0752,0.0739,4.96,-35.02
