,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
0,1999-12-31,4.79,11.18,70125.58294202718,1.06552,3.3218506591746135e-06,-25.33,-25.33,0.0761,-25.33,11.18
1,2000-01-31,4.78,-8.41,24691.974986945836,1.03167,-5.725725670971884e-06,-10.54,-10.54,0.0565,-10.54,-8.41
2,2000-02-29,5.07,-13.36,25466.5381154149,0.834,5.468757206667128e-06,-19.8,-19.8,0.0675,-19.8,-13.36
3,2000-03-31,5.05,4.71,22714.160443872235,1.01931,2.6258857182459475e-05,22.22,22.22,0.0534,22.22,4.71
4,2000-04-30,5.06,-17.96,8381.978675487948,0.68369,1.8106564688643802e-05,-29.36,-29.36,0.0545,-29.36,-17.96
5,2000-05-31,5.12,1.68,12652.789261937833,0.5766,-1.3920039710787444e-05,-15.66,-15.66,0.0769,-15.66,1.68
6,2000-06-30,5.16,12.61,17501.96435676577,0.66926,5.180056401234997e-06,21.72,21.72,0.0689,21.72,12.61
7,2000-07-31,5.13,-14.44,16737.335697950664,0.54565,-4.058691458280647e-06,-18.46,-18.46,0.0315,-18.46,-14.44
8,2000-08-31,5.12,-3.14,8286.987314320055,0.45299,-9.973171206348158e-06,-16.98,-16.98,0.0226,-16.98,-3.14
9,2000-09-30,5.09,-17.36,6044.664448971796,0.41394,-9.442746034222209e-06,-14.65,-14.65,0.0355,-14.65,-17.36
10,2000-10-31,5.37,-16.2,21999.608930050654,0.48187,3.1192853350460986e-07,16.42,16.42,0.0591,16.42,-16.2
11,2000-11-30,5.32,-0.81,21746.389481594804,0.41186,6.869195017944436e-07,-2.44,-2.44,0.053,-2.44,-0.81
12,2000-12-31,6.08,-4.36,20335.08066560547,0.53536,-7.000782278860239e-06,17.65,17.65,0.0356,17.65,-4.36
13,2001-01-31,5.27,23.09,48692.402965908106,0.86591,-8.121391795170614e-07,13.85,13.85,0.0583,13.85,23.09
14,2001-02-28,5.06,-7.49,20952.727914397903,0.77088,-7.889304114941168e-07,-5.56,-5.56,0.0242,-5.56,-7.49
15,2001-03-31,4.96,-9.68,9720.987249862043,0.57772,-1.3259077472528602e-06,-25.05,-25.05,0.0332,-25.05,-9.68
