,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,14050,19200,16305,14000,68700,36837,6610,16100,15000,14050,0.08859300643792384,232.15,195.6,0.36,2620.41,7785646,0.0673,0.0738,0.0711,0.0785,4.79,-11.08
1,2000-01-31,9800,14700,11675,9200,68700,36359,6610,10000,9620,9200,0.2188103976199266,100.76,75.35,-8.41,460.49,4788780,0.0684,0.0602,0.066,0.0824,4.78,-28.99
2,2000-02-29,9960,12400,10974,9750,68700,34920,6610,11200,10572,9950,-0.08520127425427164,-44.13,111.26,0.1,517.95,5066556,0.0702,0.0638,0.0632,0.0655,5.07,-0.4
3,2000-03-31,8550,12850,10343,8550,68700,33362,6610,10100,9266,8550,-0.14285177813661795,-38.04,126.1,-14.16,266.29,1839118,0.0719,0.0582,0.0636,0.0598,5.05,-14.16
4,2000-04-30,6100,8630,6890,5410,68700,31807,5410,6700,6396,6080,-0.3606102635228849,-39.0,29.39,-12.86,108.15,1389528,0.0749,0.0757,0.066,0.0659,5.06,-38.26
5,2000-05-31,4580,6360,4824,3050,68700,28144,3050,4580,4078,3710,8.712903225806452,-54.02,-74.31,41.8,-6.2,3452268,0.0688,0.0834,0.0656,0.0724,5.12,-24.92
6,2000-06-30,4820,6150,4978,4200,68700,23849,3050,5100,4946,4820,39.419642857142854,-44.15,-65.07,1.15,-1.12,1539244,0.0696,0.0785,0.0685,0.0785,5.16,12.09
7,2000-07-31,4620,6400,5324,4580,57500,19351,3050,5020,4814,4580,1.3998845931909984,-24.26,-52.86,-3.75,-17.33,2106198,0.071,0.0681,0.0692,0.076,5.13,-4.15
8,2000-08-31,4400,4790,4469,4135,57500,15367,3050,4400,4223,4135,1.6375000000000002,-3.93,-55.82,4.64,-2.4,1278892,0.0662,0.0251,0.0681,0.0582,5.12,-4.76
9,2000-09-30,3290,4400,3615,2960,57500,12227,2960,3300,3202,3060,1.7573770491803276,-32.16,-64.12,11.15,-18.3,1601610,0.0662,0.0539,0.0695,0.0517,5.09,-20.72
10,2000-10-31,2650,3420,2927,2475,57500,8840,2475,2715,2630,2475,0.9328374535112667,-42.64,-56.56,-1.49,-45.71,988420,0.0617,0.0476,0.0688,0.0428,5.37,-19.45
11,2000-11-30,1975,2775,2405,1975,19200,7014,1975,2250,2104,1975,0.5982905982905983,-53.2,-54.07,-8.56,-88.92,1138888,0.0497,0.0307,0.0611,0.0439,5.32,-20.2
12,2000-12-31,1340,2140,1856,1340,15500,5950,1340,1960,1589,1340,0.6193939393939394,-56.21,-72.65,-31.63,-90.75,1690642,0.0471,0.0471,0.0595,0.0419,6.08,-37.96
13,2001-01-31,2980,3250,2516,1340,12850,5132,1340,3250,3054,2970,-0.17890501508837475,12.45,-35.5,-8.31,-69.59,4064246,0.0551,0.0855,0.0634,0.0654,5.27,122.39
14,2001-02-28,3155,3670,3140,2825,12850,4480,1340,3420,3284,3155,-0.6945379997071313,47.43,-25.06,-8.55,-68.29,3312612,0.0595,0.0621,0.0633,0.0713,5.06,4.47
15,2001-03-31,2640,2945,2723,2480,8550,3809,1340,2740,2649,2580,-1.3976372280651204,97.01,-19.76,1.54,-69.41,1081374,0.0581,0.039,0.0622,0.0682,4.96,-16.32
16,2001-04-30,2610,2610,2275,2030,6400,3446,1340,2610,2421,2305,0.21185107498689038,-12.12,5.45,3.98,-57.21,1339392,0.0601,0.0605,0.0607,0.0548,5.01,-1.14
17,2001-05-31,2675,2930,2629,2395,6400,3258,1340,2925,2819,2675,0.36571291175763404,-15.21,35.44,-8.7,-41.59,2544654,0.0607,0.0436,0.0571,0.0481,5.01,2.49
18,2001-06-30,2305,2670,2480,2275,6400,3054,1340,2355,2317,2275,0.20316371259767488,-10.66,72.01,-1.07,-52.47,526086,0.0559,0.0205,0.0529,0.0416,4.99,-17.97
19,2001-07-31,1905,2280,2003,1800,4895,2770,1340,1910,1860,1800,0.45958822528500937,-27.01,-36.07,2.97,-58.77,310526,0.0443,0.0456,0.051,0.0381,4.77,-17.35
20,2001-08-31,1730,2120,1987,1730,4215,2544,1340,1910,1862,1730,0.5822346736980883,-35.33,-45.17,-10.59,-60.68,871764,0.0428,0.0227,0.0517,0.0371,4.54,-9.19
21,2001-09-30,1340,1785,1454,1095,3670,2385,1095,1400,1323,1280,0.6977928692699491,-41.1,-48.76,7.63,-58.9,1242410,0.0479,0.0743,0.0534,0.0551,4.0,-29.29
22,2001-10-31,1650,1775,1539,1390,3670,2265,1095,1775,1670,1615,0.35479597244303124,-13.39,-36.78,0.61,-37.74,1572120,0.0463,0.0384,0.0531,0.0502,4.02,23.13
23,2001-11-30,1880,1925,1760,1625,3670,2203,1095,1925,1856,1775,-0.16632016632016633,0.8,-32.86,4.16,-4.81,2557438,0.0452,0.0353,0.0532,0.0522,4.04,14.98
24,2001-12-31,2120,2580,2127,1850,3670,2224,1095,2120,2041,1980,1.0,58.21,-6.81,3.92,58.21,2529798,0.0512,0.062,0.0539,0.045,4.01,19.44
25,2002-01-31,3780,3780,2607,2210,3780,2229,1095,3780,3290,2800,4.807821229050279,129.09,98.43,43.18,26.85,10137941,0.0526,0.058,0.0502,0.0539,3.98,78.3
26,2002-02-28,3680,3850,3441,2980,3850,2238,1095,3850,3767,3625,6.44951923076923,107.32,94.2,4.69,16.64,9746024,0.0557,0.0593,0.0497,0.0589,4.01,14.29
27,2002-03-31,2700,3720,3038,2700,3850,2263,1095,2950,2811,2700,5.8838709677419345,27.36,101.49,-10.0,4.65,2828265,0.0505,0.0434,0.0499,0.055,4.0,-26.63
28,2002-04-30,2020,2750,2387,2005,3850,2273,1095,2220,2087,2005,1.810703228659885,-40.94,23.55,-8.18,-22.61,1639776,0.0509,0.0354,0.0482,0.0479,4.04,-25.19
29,2002-05-31,2195,2640,2398,2185,3850,2253,1095,2350,2256,2195,2.249163879598662,-40.35,16.76,-9.11,-17.94,973135,0.0527,0.0358,0.0486,0.0394,4.28,8.66
