,Month,Rm,Rf,Rm-Rf,SMB,HML,AMI,PMI
240,2019-12-31,5.250490960612964,1.39,3.8604909606129647,-2.21,-1.24,3.629142972496709,-0.5117252698127999
241,2020-01-31,-3.5763138775303673,1.25,-4.826313877530367,1.31,-4.27,-0.00182667536587644,1.3214354994152586
242,2020-02-29,-5.941737908548873,1.26,-7.201737908548873,-2.55,-2.29,3.474215753234674,3.724663538060753
243,2020-03-31,-10.955151988586636,0.8,-11.755151988586636,-3.09,-15.81,7.962433240297827,6.348670355374409
244,2020-04-30,11.46610803750518,0.76,10.70610803750518,12.43,-2.26,-4.34517435962816,-2.979431928310291
245,2020-05-31,5.264162509736863,0.49,4.774162509736863,3.86,-3.49,5.162123694738767,-2.6226917484131604
246,2020-06-30,4.0825128108779865,0.57,3.5125128108779866,-4.06,-7.22,2.236519351539613,1.5027921916608022
247,2020-07-31,7.26767868334764,0.51,6.75767868334764,2.18,0.83,11.682604576460491,0.17427463731421255
248,2020-08-31,4.353309739450026,0.55,3.803309739450026,-0.85,-0.71,5.343893562330891,6.535094991372588
249,2020-09-30,0.05641233039932558,0.55,-0.49358766960067446,7.29,3.07,-2.2637735432858648,-0.39208498466258845
250,2020-10-31,-3.5155301463022965,0.52,-4.035530146302296,0.08,5.96,-3.178369702116669,0.4906765853511246
251,2020-11-30,14.081474722593825,0.6,13.481474722593825,-1.68,1.55,1.3227889666143682,-4.350020433185406
252,2020-12-31,10.900123467156916,0.61,10.290123467156917,-5.35,-0.77,-3.316813890648376,1.5571124610719238
253,2021-01-31,2.502747085582186,0.52,1.982747085582186,-2.09,5.37,-12.479455860182554,3.8621964995003992
254,2021-02-28,0.8733285257657855,0.59,0.2833285257657855,0.08,1.91,-4.7119173506681165,1.3776669266416803
255,2021-03-31,2.30187799923236,0.59,1.7118779992323603,5.28,2.8,0.4323789739984676,2.767336651657203
256,2021-04-30,3.0969512075446914,0.49,2.6069512075446912,5.43,4.85,4.709042491983524,1.2783174631676673
257,2021-05-31,1.090122428529213,0.51,0.580122428529213,-0.91,2.65,-1.9375387673960915,0.0651763138536694
258,2021-06-30,3.36517385443274,0.63,2.73517385443274,2.16,-2.17,3.1145578537566934,-4.124965487740937
259,2021-07-31,-2.1453057971434504,0.58,-2.7253057971434504,1.65,-3.02,-0.32009260519886595,2.101715020979583
260,2021-08-31,-0.23448045757903913,0.9,-1.134480457579039,-3.17,-3.01,0.49975204043870747,2.801497764981079
261,2021-09-30,-3.8032242299348695,0.92,-4.7232242299348695,2.03,4.77,0.010275743462500486,-1.160522859018684
262,2021-10-31,-2.792655293619461,0.76,-3.552655293619461,0.04,2.14,-0.822517090239387,-3.944928504517634
263,2021-11-30,-4.453053404253254,1.067,-5.520053404253254,-4.6,-7.52,6.279579395888888,1.9524522686498074
264,2021-12-31,5.51305008433674,1.437,4.07605008433674,4.57,2.94,1.3593643243262648,-3.575184178195414
265,2022-01-31,-10.78324215564389,1.277,-12.06024215564389,3.43,7.26,-8.999342145745587,-0.6961447875047782
266,2022-02-28,1.4680454658962958,1.39,0.0780454658962959,1.28,1.67,-5.001277079360136,-4.491496410219781
267,2022-03-31,3.05254751449165,1.454,1.59854751449165,4.59,-0.68,1.504789495642953,-2.3004315824686614
268,2022-04-30,-2.5184425635376613,1.53,-4.0484425635376615,1.76,5.3,-2.1869343892423103,-3.5892809465662907
