,Month,Rm,Rf,Rm-Rf,SMB,HML,AMI,PMI
199,2016-07-31,2.445754452387817,1.24,1.205754452387817,5.43,4.48,3.0509739402101985,-0.8873557958242628
200,2016-08-31,-0.032150498835022745,1.25,-1.2821504988350227,-4.51,4.76,-4.065416259416537,2.2993377767804617
201,2016-09-30,0.8877167367434566,1.26,-0.3722832632565434,3.14,1.53,4.21614621466189,-2.543906692647141
202,2016-10-31,-2.7615493372686046,1.24,-4.001549337268605,-4.81,7.64,-10.259802900927681,2.8663480623928734
203,2016-11-30,-2.3170059360410136,1.23,-3.5470059360410136,-2.56,6.92,0.593559148885376,1.5579046948691229
204,2016-12-31,2.7728946272355586,1.27,1.5028946272355586,3.38,0.65,2.7507636932203496,-0.7938958809935315
205,2017-01-31,1.9099507229837513,1.25,0.6599507229837513,-1.69,2.41,-2.238480629707013,0.24275847759400904
206,2017-02-28,0.9782185965959656,1.26,-0.28178140340403446,-3.22,-0.03,-6.598476615879235,-0.4844740653693549
207,2017-03-31,3.1350623437706986,1.27,1.8650623437706986,-0.57,0.69,1.9347343102476628,0.6236322583412743
208,2017-04-30,1.9441781668833755,1.21,0.7341781668833756,-1.37,-2.53,-0.8094951675550277,0.1227478460303928
209,2017-05-31,4.698835856286323,1.26,3.438835856286323,-3.75,0.79,-3.408168444393084,-1.5389461781006588
210,2017-06-30,2.0106417062935407,1.29,0.7206417062935406,0.3,1.85,1.0756052160316756,2.029728423311383
211,2017-07-31,-0.10504091749663758,1.24,-1.3450409174966376,-3.37,3.29,-4.622681401448261,-1.4397047255462923
212,2017-08-31,-1.1589247021531577,1.27,-2.4289247021531577,1.53,-2.09,4.874504725966446,-1.5442364703554006
213,2017-09-30,1.2307393149781092,1.27,-0.03926068502189084,-6.37,-2.02,1.187605837574722,2.2318986097277644
214,2017-10-31,5.4109988318168405,1.26,4.150998831816841,-4.46,-4.45,1.0036172596132218,-0.16624927202317963
215,2017-11-30,-0.14846906426998885,1.53,-1.6784690642699889,3.88,-4.23,6.354416744193031,-1.041001029132289
216,2017-12-31,0.4645990079967959,1.58,-1.1154009920032042,-0.52,-1.96,6.720977345752132,0.7992133675945468
217,2018-01-31,5.9885597521189595,1.54,4.4485597521189595,6.58,-3.61,14.584352154910974,2.4219987505579468
218,2018-02-28,-6.011921963034155,1.51,-7.5219219630341545,1.61,1.74,4.422729129820581,0.21757699421661414
219,2018-03-31,1.0886699397294421,1.54,-0.4513300602705579,2.94,-5.19,1.244665966274681,0.6292402215937614
220,2018-04-30,2.768125146563662,1.51,1.258125146563662,4.07,4.11,-0.5967518353460548,-1.3804212687754926
221,2018-05-31,-3.0336704821827,1.55,-4.5836704821827,4.24,2.0,9.41971057705372,-0.023033096727601787
222,2018-06-30,-4.47917968930615,1.57,-6.0491796893061505,-4.52,-3.49,-13.756105287256275,2.5880219164207716
223,2018-07-31,-1.7186700690694323,1.52,-3.2386700690694323,0.55,3.16,-4.67472588328944,-1.6978265980441165
224,2018-08-31,1.841848861090952,1.55,0.291848861090952,0.47,-3.88,8.244585997039138,-2.144935081123222
225,2018-09-30,0.9415634722971049,1.65,-0.708436527702895,-0.8,-0.97,-0.11290092848896904,6.371721087410137
226,2018-10-31,-14.5114530799149,1.57,-16.0814530799149,-6.58,8.47,-10.945810338591926,-0.8320839147598065
227,2018-11-30,3.780351544473632,1.76,2.020351544473632,6.22,-2.02,6.003735461633283,-0.2861202982720812
228,2018-12-31,-3.7615443275219036,1.89,-5.651544327521903,-0.14,4.36,-1.9081257489261816,-3.3726050526558566
229,2019-01-31,7.79417641752093,1.81,5.9841764175209295,4.34,3.94,-0.3166831712538709,-5.428349031341881
230,2019-02-28,-0.011197064293114067,1.8,-1.8111970642931141,-3.54,-3.07,-3.3022943285032085,-2.6659753449016677
231,2019-03-31,-2.069338341062249,1.81,-3.879338341062249,3.51,-1.59,2.442453387794629,1.9683332217681198
232,2019-04-30,3.0522330042795716,1.79,1.2622330042795715,1.9,-0.48,1.7954412971485851,-1.4809041229548114
233,2019-05-31,-7.446450602593757,1.79,-9.236450602593756,4.48,3.15,1.5595682139008034,-1.827954428750033
234,2019-06-30,3.6661538091679517,1.83,1.8361538091679517,1.19,2.85,-3.0719697404399398,0.7884272495522708
235,2019-07-31,-5.436065233091696,1.56,-6.996065233091697,-4.68,0.98,-4.403643666777313,-3.894209476817977
236,2019-08-31,-2.820370257320448,1.54,-4.360370257320448,2.68,-0.16,1.544650034885521,1.663455363140983
237,2019-09-30,4.620082949337288,1.58,3.040082949337288,-1.46,2.06,-2.2828484433515683,-1.065287203722633
238,2019-10-31,1.867428365376938,1.29,0.5774283653769379,-1.99,-8.51,11.354633989519044,-3.3637181494209756
239,2019-11-30,-0.2941003604716599,1.28,-1.57410036047166,-0.22,1.91,-5.06560914315709,-1.6424326243234049
