,Date,professionalism,pbr,activity,indireturn,indistd
111,2009-03-31,50590.20461086594,1.21699,6.133779058185451e-07,29.61,0.044
112,2009-04-30,18494.81548146392,1.50022,4.313632792965387e-06,30.88,0.047
113,2009-05-31,15882.508056886738,1.94724,8.87738745853511e-06,-18.37,0.0288
114,2009-06-30,6904.090312881614,1.58956,-8.929480941340611e-06,5.0,0.0304
115,2009-07-31,6505.211695936157,1.66897,1.4295952217628502e-05,-10.27,0.0255
116,2009-08-31,6144.704720150911,1.49757,-4.74506569445982e-06,-1.94,0.0162
117,2009-09-30,4224.407334376519,1.51015,1.1460878735309283e-05,6.09,0.0247
118,2009-10-31,3524.2525250471463,1.6018,5.568492193676015e-06,-4.03,0.0135
119,2009-11-30,2119.5630629203756,1.53728,-1.3010360309207813e-06,14.38,0.0189
120,2009-12-31,4130.477058768643,1.75831,9.709115389820462e-07,9.03,0.0272
121,2010-01-31,4443.059266518577,1.56431,1.4328015129709521e-05,-3.27,0.0151
122,2010-02-28,2201.8800105357886,1.52131,5.078506098805445e-06,-1.35,0.0155
123,2010-03-31,1991.5141655446205,1.5005,7.982837290571376e-07,-4.02,0.0083
124,2010-04-30,1474.8192274522696,1.42245,2.616277975223354e-06,17.63,0.0278
125,2010-05-31,4020.022304435682,1.67331,1.9724534395521273e-05,-8.3,0.0165
126,2010-06-30,1431.218162509942,1.54377,-3.955519488518983e-06,-2.93,0.0157
127,2010-07-31,1092.3222505697242,1.49858,2.2991843230380457e-06,-16.87,0.019
128,2010-08-31,1363.7052266900005,1.24581,6.400345593226829e-06,4.34,0.0236
129,2010-09-30,2580.115607676381,1.2847,2.8749778570674616e-06,8.48,0.0227
130,2010-10-31,5212.315557345585,1.36713,1.6029772601785058e-05,-7.52,0.0187
131,2010-11-30,2187.5630051897065,1.26416,-1.5584106404818875e-06,8.29,0.017
132,2010-12-31,6112.9429967516535,1.36905,-2.753184788267929e-05,-11.71,0.0197
133,2011-01-31,10926.33282187918,0.9362,-3.3303517260642766e-06,-5.0,0.0188
134,2011-02-28,2956.9441426755657,0.90756,6.2851366590152435e-06,10.35,0.0227
135,2011-03-31,3296.870475479928,1.00131,1.2215356478347447e-06,13.29,0.0353
136,2011-04-30,13652.130684508493,1.05879,1.3720543887084592e-07,10.83,0.0284
137,2011-05-31,13797.706678965043,1.17332,1.4286555820953895e-06,-3.08,0.0289
138,2011-06-30,12882.204304149927,1.10333,1.5456297895492258e-07,12.28,0.0277
139,2011-07-31,9402.180660616992,1.22274,1.01761480928806e-05,-8.85,0.0361
140,2011-08-31,6496.4931840711815,1.11436,2.816340445769888e-06,-10.89,0.0287
141,2011-09-30,3799.886473103759,0.97756,2.584469771484776e-07,11.56,0.0224
142,2011-10-31,2747.6644326954106,1.0906,9.101301514031007e-06,35.94,0.0388
143,2011-11-30,9061.822070354934,1.48468,1.0155307629253324e-05,4.26,0.0215
144,2011-12-31,5429.230126933974,1.50377,4.531405446677076e-06,-12.69,0.0141
145,2012-01-31,3118.7622383373205,1.05697,5.10007251933605e-06,28.33,0.0324
146,2012-02-29,9715.361059631183,1.40019,2.742342068236134e-07,-1.83,0.0159
147,2012-03-31,3215.1206509921176,1.37458,6.316409746551545e-07,9.07,0.022
148,2012-04-30,5355.471466761718,1.49923,3.981895406323587e-06,11.05,0.0258
149,2012-05-31,5971.69734526732,1.66486,-2.1961708650971777e-07,6.7,0.0322
150,2012-06-30,7554.278203574674,1.76732,-8.159000947587674e-07,-7.73,0.0238
151,2012-07-31,4617.005774470232,1.63071,2.4507013544048463e-06,28.8,0.0244
152,2012-08-31,6975.390615478367,2.10029,6.421586327775342e-06,30.36,0.0307
153,2012-09-30,7864.277382576496,2.49302,9.20373500116281e-06,-0.34,0.0385
154,2012-10-31,5813.859828230159,2.48449,1.2638678563898052e-06,13.06,0.0395
155,2012-11-30,9481.75929491018,2.80892,2.6338928999927926e-06,5.08,0.0353
156,2012-12-31,6595.618462615657,2.826,7.329003146391284e-06,-18.13,0.0283
157,2013-01-31,8240.402943966548,1.99204,-5.8601049292466285e-06,10.83,0.0278
