,Date,riskfree,activity,MA1M,actualreturn
121,2010-01-31,2.0,-4.398258563575136e-06,-5.3,-5.3
122,2010-02-28,2.01,2.885155472941101e-06,18.54,18.54
123,2010-03-31,2.0,3.7923326719744607e-06,0.0,0.0
124,2010-04-30,2.0,1.571322796860835e-05,1.37,1.37
125,2010-05-31,2.0,1.952268539433446e-05,18.8,18.8
126,2010-06-30,2.03,4.49410802657607e-06,33.45,33.45
127,2010-07-31,2.28,-2.25295311047887e-06,-4.8,-4.8
128,2010-08-31,2.28,-1.8514927700532115e-06,-0.92,-0.92
129,2010-09-30,2.27,1.5156687947306823e-05,34.29,34.29
130,2010-10-31,2.26,-1.1063769853161889e-05,-5.73,-5.73
131,2010-11-30,2.51,-2.1092331458982115e-05,-28.06,-28.06
132,2010-12-31,2.51,-1.1793784231647414e-05,-4.33,-4.33
133,2011-01-31,2.75,-4.760146207200985e-06,-13.7,-13.7
134,2011-02-28,2.76,3.885157114238949e-06,-3.44,-3.44
135,2011-03-31,2.99,9.986997915987289e-07,-9.95,-9.95
136,2011-04-30,3.02,-1.3593064795233575e-06,-0.99,-0.99
137,2011-05-31,3.03,7.764924729900622e-06,-14.57,-14.57
138,2011-06-30,3.28,9.553496337036988e-06,-5.96,-5.96
139,2011-07-31,3.27,5.6140713663577235e-08,25.63,25.63
140,2011-08-31,3.27,2.214226461098748e-06,-16.0,-16.0
141,2011-09-30,3.28,-5.04757686536791e-06,-19.71,-19.71
142,2011-10-31,3.26,1.0914053146961832e-05,32.25,32.25
143,2011-11-30,3.27,1.6444289404872785e-05,24.27,24.27
144,2011-12-31,3.29,1.4012128245764266e-05,7.3,7.3
145,2012-01-31,3.27,6.05547391542663e-06,0.43,0.43
146,2012-02-29,3.26,5.656747394780364e-06,14.06,14.06
147,2012-03-31,3.24,-1.5486172487868417e-05,-20.68,-20.68
148,2012-04-30,3.26,-1.4583850681023774e-05,-16.03,-16.03
149,2012-05-31,3.27,5.52981850758515e-06,6.27,6.27
150,2012-06-30,3.26,1.2887093914514803e-05,13.09,13.09
151,2012-07-31,3.02,-7.462046306346361e-06,-16.44,-16.44
152,2012-08-31,3.01,6.318695371770177e-06,14.87,14.87
153,2012-09-30,3.01,-1.1364054285224788e-05,-2.42,-2.42
154,2012-10-31,2.75,-9.295561241546086e-06,-11.45,-11.45
