,Date,riskfree,kospi200,professionalism,pbr,activity,MA1M,indireturn,indistd,actualreturn,indexreturn
13,2001-01-31,5.27,23.09,57088.19157340356,2.00403,-6.690550376745932e-06,92.26,92.26,0.1011,92.26,23.09
14,2001-02-28,5.06,-7.49,55800.775313205995,2.81127,-1.1418177381371818e-05,39.33,39.33,0.0911,39.33,-7.49
15,2001-03-31,4.96,-9.68,38589.58017492711,1.76852,-1.83511851019382e-06,-37.08,-37.08,0.0584,-37.08,-9.68
16,2001-04-30,5.01,11.19,57485.89147683645,2.99345,-7.284145604059869e-07,69.2,69.2,0.0943,69.2,11.19
17,2001-05-31,5.01,5.02,60673.64474339811,5.26113,2.148202362659588e-07,75.73,75.73,0.11,75.73,5.02
18,2001-06-30,4.99,-7.17,42016.98690242305,3.26895,6.631864160594043e-07,-42.14,-42.14,0.0673,-42.14,-7.17
19,2001-07-31,4.77,-8.5,92806.2529421515,2.72388,-6.349771939767556e-07,-16.67,-16.67,0.1085,-16.67,-8.5
20,2001-08-31,4.54,0.66,5583.0744991028705,2.16548,-9.038660817405357e-08,-20.49,-20.49,0.0402,-20.49,0.66
21,2001-09-30,4.0,-17.28,3323.3726341615393,2.63057,-1.0238750374432127e-07,26.13,26.13,0.0743,26.13,-17.28
22,2001-10-31,4.02,12.78,3234.0326479066866,5.07026,1.2302124846680145e-06,79.03,79.03,0.0708,79.03,12.78
23,2001-11-30,4.04,20.45,4303.448837498446,3.70819,5.258960897833705e-07,-24.71,-24.71,0.049,-24.71,20.45
24,2001-12-31,4.01,10.41,51822.05811103343,1.57897,-2.902006951417475e-07,-55.78,-55.78,0.0978,-55.78,10.41
25,2002-01-31,3.98,6.92,66153.5871562051,1.61566,-5.292676995614408e-08,2.29,2.29,0.0552,2.29,6.92
26,2002-02-28,4.01,10.36,36574.66490506329,1.35409,-5.422714175774457e-07,-17.62,-17.62,0.0478,-17.62,10.36
27,2002-03-31,4.0,8.98,54327.61003805899,1.37642,-5.44616158132263e-07,1.6,1.6,0.0486,1.6,8.98
28,2002-04-30,4.04,-4.87,99226.39384037381,1.36206,-7.008093391970697e-07,-1.05,-1.05,0.0649,-1.05,-4.87
29,2002-05-31,4.28,-5.25,210103.7171315299,1.65234,-8.941200415108788e-07,21.28,21.28,0.0883,21.28,-5.25
30,2002-06-30,4.26,-12.73,153290.90246687602,1.09412,-4.013212626758308e-07,-53.82,-53.82,0.0665,-53.82,-12.73
31,2002-07-31,4.27,-3.77,76236.45934262949,1.07179,-2.716239157605232e-08,-1.99,-1.99,0.0599,-1.99,-3.77
32,2002-08-31,4.28,1.76,46515.532703534656,1.1005,6.671969829364602e-09,0.0,0.0,0.0395,0.0,1.76
33,2002-09-30,4.28,-12.08,21937.91357436566,0.70336,-3.923898136847836e-06,-36.18,-36.18,0.0372,-36.18,-12.08
34,2002-10-31,4.28,2.13,38240.474192996466,0.85987,6.609637834663556e-09,17.53,17.53,0.0595,17.53,2.13
35,2002-11-30,4.28,8.38,19410.992888834862,0.76193,-6.784209543244981e-09,-12.93,-12.93,0.0208,-12.93,8.38
36,2002-12-31,4.52,-13.23,26559.84824265768,0.55775,1.3560642116936016e-07,-26.73,-26.73,0.0318,-26.73,-13.23
37,2003-01-31,4.34,-5.82,31334.591147166542,0.52586,-9.449847288403097e-08,-2.7,-2.7,0.0506,-2.7,-5.82
38,2003-02-28,4.27,-3.15,27793.84129107785,0.59179,7.062560190509394e-08,14.08,14.08,0.0297,14.08,-3.15
39,2003-03-31,4.27,-6.59,52128.80414142327,0.48887,-4.855306681779055e-07,-17.28,-17.28,0.0662,-17.28,-6.59
40,2003-04-30,4.26,12.34,43539.654305010714,0.63521,1.1648570014325377e-07,20.83,20.83,0.0542,20.83,12.34
41,2003-05-31,4.01,5.34,34139.773760177646,0.59179,1.171357236155979e-07,-6.9,-6.9,0.0297,-6.9,5.34
42,2003-06-30,4.1,6.13,36833.774773759906,0.62074,-1.7121677226900735e-07,4.94,4.94,0.0237,4.94,6.13
43,2003-07-31,3.75,7.08,97001.2777674303,0.77351,-4.2023064377721287e-07,24.71,24.71,0.0418,24.71,7.08
44,2003-08-31,3.72,5.24,26632.298524297395,0.72366,2.6705157480713654e-08,-10.0,-10.0,0.0204,-10.0,5.24
45,2003-09-30,3.77,-8.24,14948.488151024234,0.62878,-1.6498889459750465e-07,-13.13,-13.13,0.0188,-13.13,-8.24
46,2003-10-31,3.84,13.28,13225.011700196934,0.54033,1.7412680536682492e-07,-13.95,-13.95,0.0186,-13.95,13.28
47,2003-11-30,3.78,3.06,7279.740505793792,0.52586,-5.925521647852017e-08,-8.86,-8.86,0.0167,-8.86,3.06
48,2003-12-31,3.97,1.54,20920.054014397727,0.4744,-2.8702177441741358e-08,-9.72,-9.72,0.0226,-9.72,1.54
49,2004-01-31,3.78,5.4,10451.059706756689,0.40235,-1.9027216011247998e-06,-6.15,-6.15,0.0237,-6.15,5.4
50,2004-02-29,3.78,2.57,18266.813683084507,0.48224,-8.542226175585431e-08,21.67,21.67,0.0411,21.67,2.57
51,2004-03-31,3.74,0.05,199345.68389557672,0.52726,-6.10589992298542e-07,9.59,9.59,0.0881,9.59,0.05
52,2004-04-30,3.76,-3.09,46287.22360540726,0.46771,5.6653812953158385e-08,-8.97,-8.97,0.0269,-8.97,-3.09
53,2004-05-31,3.77,-7.35,28753.598631918685,0.42268,-1.2838347868565142e-07,-9.86,-9.86,0.0481,-9.86,-7.35
54,2004-06-30,3.78,-2.2,69691.03671484027,0.43576,-3.575197124007228e-08,4.76,4.76,0.0482,4.76,-2.2
55,2004-07-31,3.77,-6.46,47995.73780459286,0.42849,4.938800698331713e-08,-1.52,-1.52,0.0289,-1.52,-6.46
56,2004-08-31,3.52,8.0,20203.454624277456,0.44157,-1.862945757456947e-07,3.08,3.08,0.0157,3.08,8.0
57,2004-09-30,3.55,4.67,42890.43623677695,0.45464,-2.1266711889012987e-08,4.55,4.55,0.0215,4.55,4.67
58,2004-10-31,3.53,0.61,28769.07267171516,0.46771,2.932051959385357e-10,4.41,4.41,0.0216,4.41,0.61
59,2004-11-30,3.26,5.01,26607.046581618903,0.46771,1.358281348836551e-08,0.0,0.0,0.0162,0.0,5.01
60,2004-12-31,3.29,1.63,11140.244055714487,0.42268,4.2671623831120655e-08,-9.86,-9.86,0.0134,-9.86,1.63
61,2005-01-31,3.26,5.04,29995.570475767006,0.49988,-4.5176657704636605e-09,26.56,26.56,0.0319,26.56,5.04
62,2005-02-28,3.28,8.09,118514.67984275367,0.86392,-1.786797997026178e-08,84.21,84.21,0.0709,84.21,8.09
63,2005-03-31,3.26,-4.64,368305.6946220314,0.95629,2.275850548834142e-08,10.71,10.71,0.0958,10.71,-4.64
64,2005-04-30,3.29,-5.28,135060.9304572316,0.85169,2.0139010864996809e-07,-10.97,-10.97,0.0449,-10.97,-5.28
65,2005-05-31,3.29,6.17,75312.35338432474,0.76476,2.480729255227463e-08,-10.14,-10.14,0.0228,-10.14,6.17
66,2005-06-30,3.3,3.68,111860.83876040703,0.86392,1.4227049729610135e-07,11.11,11.11,0.0525,11.11,3.68
67,2005-07-31,3.27,11.61,123833.63242426651,1.05545,-1.7076081129130424e-08,23.02,23.02,0.0405,23.02,11.61
68,2005-08-31,3.25,-2.25,51132.37157707911,0.82045,-1.4979382903293813e-07,-22.22,-22.22,0.0224,-22.22,-2.25
69,2005-09-30,3.28,12.46,27267.98199643091,0.86392,1.5968660909662762e-07,5.26,5.26,0.0172,5.26,12.46
70,2005-10-31,3.51,-5.53,50939.889789803026,0.8449,-9.413666478808858e-07,-2.14,-2.14,0.023,-2.14,-5.53
71,2005-11-30,3.5,11.5,31059.10502743254,0.85713,9.618921797089519e-08,2.96,2.96,0.0126,2.96,11.5
72,2005-12-31,3.76,8.39,67819.41226283631,0.86392,-2.756646523857692e-07,0.72,0.72,0.0229,0.72,8.39
73,2006-01-31,3.76,1.81,35498.708712734,0.78989,-3.71985753810568e-07,2.14,2.14,0.0544,2.14,1.81
74,2006-02-28,3.99,-1.77,29630.31166150671,0.73512,2.5712652425405453e-07,6.4,6.4,0.0207,6.4,-1.77
75,2006-03-31,3.97,-0.7,34072.84211126311,0.75703,-1.6321159143686997e-07,3.01,3.01,0.0301,3.01,-0.7
76,2006-04-30,3.97,6.56,34148.449346515124,0.74121,-6.151281292247808e-08,-0.74,-0.74,0.0183,-0.74,6.56
77,2006-05-31,3.96,-7.11,11613.831838565022,0.65236,-1.437448693508391e-08,-11.94,-11.94,0.016,-11.94,-7.11
78,2006-06-30,4.21,-2.08,5157.334234867745,0.64141,4.842133947159757e-07,-1.69,-1.69,0.0261,-1.69,-2.08
79,2006-07-31,4.22,0.63,7624.506629910406,0.63045,-2.3519502670805845e-07,-1.72,-1.72,0.0251,-1.72,0.63
80,2006-08-31,4.49,4.11,6621.654264870932,0.64628,9.223971645037349e-07,2.63,2.63,0.0135,2.63,4.11
81,2006-09-30,4.48,1.87,7267.625902979511,0.68522,7.6000910387146326e-06,8.77,8.77,0.0192,8.77,1.87
82,2006-10-31,4.48,-0.68,8936.845962543775,0.69131,8.035400009590889e-06,0.81,0.81,0.0297,0.81,-0.68
83,2006-11-30,4.49,4.59,6162.325857104836,0.73512,3.683370431822473e-06,7.26,7.26,0.0099,7.26,4.59
84,2006-12-31,4.6,1.63,5818.267511177347,0.72417,6.85999977899446e-06,0.77,0.77,0.0108,0.77,1.63
85,2007-01-31,4.61,-5.07,55629.26246011415,0.71167,-4.337400625270883e-07,9.16,9.16,0.0519,9.16,-5.07
86,2007-02-28,4.55,4.1,36697.097940532345,0.7325,-2.6083360725357107e-06,4.26,4.26,0.0198,4.26,4.1
87,2007-03-31,4.63,2.4,49279.13763156842,0.78733,-8.420574214749598e-07,7.48,7.48,0.0264,7.48,2.4
88,2007-04-30,4.88,5.84,242023.01510069592,1.03625,5.586122997450314e-08,31.65,31.65,0.0627,31.65,5.84
89,2007-05-31,4.56,9.02,168429.38870414766,1.2446,1.688378805912522e-07,20.19,20.19,0.048,20.19,9.02
90,2007-06-30,4.52,4.36,72223.05242151505,1.09547,-1.7345509387518563e-07,-15.38,-15.38,0.0407,-15.38,4.36
91,2007-07-31,4.76,10.4,36363.92697232438,1.22048,8.629788903622686e-08,11.36,11.36,0.03,11.36,10.4
92,2007-08-31,4.98,-2.47,136450.56625223206,1.53409,2.021344504601564e-08,25.71,25.71,0.0865,25.71,-2.47
93,2007-09-30,4.98,6.38,249773.33591534794,2.32581,-1.3556359920016898e-07,57.77,57.77,0.0853,57.77,6.38
94,2007-10-31,5.02,5.35,88514.12222084103,1.55383,-1.691730290721986e-07,-33.19,-33.19,0.048,-33.19,5.35
95,2007-11-30,5.02,-7.11,45799.68996647482,1.23034,-3.9381961620002924e-08,-22.57,-22.57,0.0459,-22.57,-7.11
96,2007-12-31,5.02,3.61,123499.34494149609,1.80275,4.179350363503456e-08,48.97,48.97,0.0751,48.97,3.61
97,2008-01-31,4.96,-13.88,191670.54597606306,1.46604,1.2056596859705308e-07,-6.63,-6.63,0.07,-6.63,-13.88
98,2008-02-29,4.94,4.37,76013.86326949671,1.57492,-5.957083940482988e-07,0.83,0.83,0.039,0.83,4.37
99,2008-03-31,4.98,0.37,24363.342057199996,1.34474,8.488664802700794e-07,-14.6,-14.6,0.0388,-14.6,0.37
100,2008-04-30,4.95,7.97,30503.017952465038,1.29699,-6.444883864519603e-07,0.67,0.67,0.0315,0.67,7.97
101,2008-05-31,5.04,1.05,19355.875554055085,1.17092,3.5973847008486754e-07,-9.7,-9.7,0.018,-9.7,1.05
102,2008-06-30,5.01,-10.08,55755.54490559133,1.34474,-4.6285194298580824e-08,14.81,14.81,0.0506,14.81,-10.08
103,2008-07-31,5.03,-4.4,59648.70881565129,1.1757,4.5705486241157275e-08,-12.58,-12.58,0.0463,-12.58,-4.4
104,2008-08-31,5.25,-5.47,28349.463138872157,1.06682,4.964778561461467e-09,-10.87,-10.87,0.0284,-10.87,-5.47
105,2008-09-30,5.22,-1.24,53375.38004069291,1.04103,2.7958118687279543e-07,-2.44,-2.44,0.0771,-2.44,-1.24
106,2008-10-31,4.14,-20.96,29673.10064599977,0.55108,-1.9481071919123415e-07,-47.08,-47.08,0.1016,-47.08,-20.96
