,Date,riskfree,MA1M,actualreturn
0,1999-12-31,4.79,-38.95,-38.95
1,2000-01-31,4.78,-32.09,-32.09
2,2000-02-29,5.07,19.3,19.3
3,2000-03-31,5.05,17.65,17.65
4,2000-04-30,5.06,-26.91,-26.91
5,2000-05-31,5.12,-20.55,-20.55
6,2000-06-30,5.16,-5.39,-5.39
7,2000-07-31,5.13,3.07,3.07
8,2000-08-31,5.12,5.53,5.53
9,2000-09-30,5.09,-14.67,-14.67
10,2000-10-31,5.37,-31.67,-31.67
11,2000-11-30,5.32,-16.88,-16.88
12,2000-12-31,6.08,-40.14,-40.14
13,2001-01-31,5.27,63.53,63.53
14,2001-02-28,5.06,6.11,6.11
15,2001-03-31,4.96,-24.89,-24.89
16,2001-04-30,5.01,3.64,3.64
17,2001-05-31,5.01,-3.7,-3.7
18,2001-06-30,4.99,-5.44,-5.44
19,2001-07-31,4.77,-23.41,-23.41
20,2001-08-31,4.54,-22.28,-22.28
21,2001-09-30,4.0,-57.4,-57.4
22,2001-10-31,4.02,51.39,51.39
23,2001-11-30,4.04,0.0,0.0
24,2001-12-31,4.01,19.64,19.64
25,2002-01-31,3.98,44.15,44.15
26,2002-02-28,4.01,-16.07,-16.07
