,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,3660,5470,4373,3400,62500,18933,3400,3770,3608,3400,-39.0,-28.0,-2.14,6.13,312244,0.0506,0.0618,0.0447,0.0509,4.79,-34.64
1,2000-01-31,3960,4220,3798,3285,62500,15592,3285,4220,4091,3960,-19.18,-37.83,8.64,7.72,281628,0.051,0.0645,0.0472,0.0602,4.78,8.2
2,2000-02-29,5200,5690,4191,3380,62500,12704,3285,5690,5008,4400,0.97,-7.31,9.59,43.67,870990,0.0559,0.0742,0.0508,0.0674,5.07,28.55
3,2000-03-31,3700,5990,4778,3700,62500,8990,3285,4330,4060,3700,1.09,-32.73,-15.91,-14.17,195946,0.0607,0.069,0.0543,0.0696,5.05,-28.85
4,2000-04-30,5450,5450,3964,2800,8800,5436,2800,5450,5004,4360,34.73,9.0,43.61,-1.46,1320948,0.0688,0.0873,0.0583,0.0766,5.06,25.87
5,2000-05-31,3100,5200,3881,2510,8800,5172,2510,3230,2895,2510,-40.38,-42.59,16.1,-44.28,911314,0.0748,0.0877,0.0616,0.082,5.12,-43.12
6,2000-06-30,2800,3040,2787,2600,8800,4870,2510,2870,2808,2780,-26.32,-23.5,5.26,-42.81,271624,0.0717,0.035,0.062,0.0739,5.16,-13.31
7,2000-07-31,2570,3090,2788,2570,7920,4470,2510,2615,2587,2570,-52.84,-35.1,-0.96,-59.65,91626,0.0681,0.0331,0.061,0.0574,5.13,-8.21
8,2000-08-31,2640,3205,2749,2550,6500,4137,2510,2675,2661,2640,-14.84,-49.23,-1.49,-55.03,133026,0.0618,0.0453,0.0593,0.0371,5.12,2.72
9,2000-09-30,2160,2680,2368,1910,6500,3890,1910,2160,2039,1910,-24.74,-48.57,13.09,-62.04,159240,0.06,0.0476,0.0602,0.0425,5.09,-18.49
10,2000-10-31,1900,2430,2095,1890,6500,3639,1890,2030,1949,1890,-26.07,-65.14,-5.0,-61.22,99136,0.0538,0.059,0.0615,0.0503,5.37,-12.04
11,2000-11-30,2225,2435,2076,1905,5990,3316,1890,2350,2222,2100,-16.82,-31.11,-3.68,-58.8,601958,0.0456,0.0521,0.0615,0.0531,5.32,17.72
12,2000-12-31,1945,2795,2365,1860,5990,3167,1860,2580,2117,1860,-3.71,-30.04,-24.61,-47.43,599496,0.0503,0.0639,0.0615,0.0574,6.08,-7.38
13,2001-01-31,2340,2430,2233,1945,5990,3037,1860,2400,2320,2200,23.16,-8.95,2.63,-40.91,435806,0.0512,0.0404,0.0602,0.052,5.27,20.31
14,2001-02-28,2580,2645,2399,2220,5990,2887,1860,2580,2484,2435,14.41,-3.37,-2.46,-54.66,421510,0.0494,0.0316,0.0569,0.0469,5.06,17.27
15,2001-03-31,2270,2600,2383,2260,5450,2670,1860,2400,2321,2270,16.71,5.09,-3.61,-40.26,136406,0.0473,0.031,0.054,0.0349,4.96,-12.02
16,2001-04-30,2190,2325,2170,2070,5200,2526,1860,2190,2160,2140,-7.98,15.87,1.86,-59.82,118390,0.0417,0.0193,0.0483,0.0285,5.01,-3.52
17,2001-05-31,2295,2450,2296,2190,3205,2393,1860,2450,2389,2295,-11.05,3.15,-3.57,-25.97,198526,0.0367,0.0172,0.0412,0.0228,5.01,4.79
18,2001-06-30,2460,2730,2512,2355,3205,2369,1860,2550,2494,2450,7.66,26.48,-4.65,-14.29,108616,0.0276,0.0246,0.0406,0.0199,4.99,2.29
19,2001-07-31,2070,2480,2246,2020,3205,2323,1860,2075,2044,2020,-5.48,-11.54,1.72,-19.46,150872,0.0261,0.0311,0.0405,0.0252,4.77,-15.85
20,2001-08-31,1895,2140,2050,1895,2795,2261,1860,2010,1969,1895,-17.43,-26.55,-5.72,-28.22,64132,0.0236,0.0182,0.0388,0.0253,4.54,-8.45
21,2001-09-30,1710,1950,1744,1400,2795,2213,1400,1790,1749,1710,-30.2,-26.45,0.0,-15.76,214524,0.0322,0.0621,0.0403,0.041,4.0,-14.93
22,2001-10-31,1980,2140,1931,1760,2795,2200,1400,2040,2010,1980,-4.35,-9.59,-3.88,4.21,93214,0.0343,0.0328,0.0378,0.0416,4.02,15.79
23,2001-11-30,2275,2360,2073,1990,2795,2200,1400,2360,2239,2030,15.48,-4.01,10.71,2.25,416498,0.0395,0.0518,0.0377,0.0499,4.04,13.75
24,2001-12-31,2200,2380,2247,2150,2730,2191,1400,2235,2184,2150,28.65,-10.2,2.33,13.11,57896,0.0395,0.0237,0.034,0.0372,4.01,8.37
