,Date,closingprice,closingpricemax20d,closingpriceavg20d,closingpricemin20d,closingpricemax52w,closingpriceavg52w,closingpricemin52w,closingpricemax5d,closingpriceavg5d,closingpricemin5d,relativeMA1M,MA3M,MA6M,MAweek,MAyear,tradingvolavg5d,vol120d,vol20d,vol52w,vol60d,riskfree,actualreturn
0,1999-12-31,4070000,4070000,3107050,2265000,4070000,1323972,575000,4070000,4020000,3890000,0.43055007294258996,250.86,159.57,10.0,582.65,35053,0.0528,0.0734,0.0511,0.0579,4.79,82.43
1,2000-01-31,3780000,3850000,3582300,3230000,4070000,1561153,575000,3780000,3644400,3501000,0.30401912866134534,172.92,152.0,-0.79,568.78,20121,0.0552,0.0643,0.0535,0.0667,4.78,-7.13
2,2000-02-29,4200000,4675000,4163600,3665000,4675000,1832587,638000,4452000,4314600,4200000,0.12503700010905297,80.26,216.03,-2.62,641.89,24498,0.0549,0.0506,0.0541,0.0633,5.07,11.41
3,2000-03-31,3600000,4810000,4102050,3600000,4810000,2131472,835000,3920000,3737000,3600000,-0.029989873549191186,-11.55,220.0,-5.66,385.13,19678,0.057,0.0393,0.0557,0.0505,5.05,-14.29
4,2000-04-30,295000,3811000,2509450,271000,4810000,2238012,271000,302000,288800,271000,-0.12055872734327365,-21.75,130.47,0.34,180.41,316140,0.063,0.072,0.0571,0.0577,5.06,-18.53
5,2000-05-31,385000,385000,342350,316000,4810000,2184285,271000,385000,353000,337000,-0.038083481918346825,-8.33,43.71,17.38,218.73,346538,0.0625,0.0623,0.0575,0.0618,5.12,30.51
6,2000-06-30,365000,400000,370850,352000,4810000,2095016,271000,368500,359900,355000,-0.03114850900501919,-4.22,-10.32,3.69,135.48,216218,0.0555,0.0265,0.0543,0.0576,5.16,6.41
7,2000-07-31,278000,379000,354875,278000,4810000,2007303,271000,346000,312400,278000,-0.06750263682175085,-5.76,-26.46,-19.3,85.33,258667,0.0518,0.0366,0.0533,0.0415,5.13,-23.84
8,2000-08-31,244000,293000,267250,239000,4810000,1913207,239000,262500,255900,244000,-0.34352720450281427,-36.62,-41.9,-2.4,106.6,184715,0.0507,0.0524,0.0534,0.0401,5.12,-12.23
9,2000-09-30,272000,272000,235775,216000,4810000,1843524,216000,272000,243900,228000,-0.18332633347333052,-26.19,-30.61,24.2,142.86,310744,0.051,0.0413,0.054,0.0438,5.09,3.82
10,2000-10-31,242500,278000,253225,230000,4810000,1761135,216000,276000,249600,230000,-0.17006259155679848,-12.77,-17.8,-12.3,75.09,300624,0.0451,0.0526,0.0553,0.0486,5.37,-10.85
11,2000-11-30,244000,274500,261525,244000,4810000,1616018,216000,267000,255200,244000,0.5257847533632287,-4.69,-28.86,-2.4,-8.92,147004,0.041,0.0275,0.0526,0.0418,5.32,6.09
12,2000-12-31,253000,288000,263125,241000,4810000,1419004,216000,277000,264000,253000,-0.28964059196617337,10.96,-28.93,-8.66,-37.84,377282,0.0422,0.0379,0.0491,0.0408,6.08,-1.56
13,2001-01-31,265000,293500,273200,253000,4810000,1126013,216000,278500,263900,253000,-0.3104717296754767,9.28,-4.68,-4.85,-29.89,257164,0.0412,0.0314,0.0468,0.0335,5.27,4.74
14,2001-02-28,212500,266000,239000,205000,4810000,798963,205000,212500,210100,205000,0.357085020242915,-17.64,-19.05,-0.7,-49.4,342938,0.0374,0.0282,0.0453,0.0331,5.06,-20.11
15,2001-03-31,183000,223500,203725,182000,3790000,450596,182000,197500,188000,182000,0.5323201231242787,-27.67,-32.72,-7.58,-51.98,279632,0.0351,0.0248,0.0437,0.0284,4.96,-13.88
16,2001-04-30,226500,226500,195850,165000,406000,272539,165000,226500,220800,216500,0.45090439276485794,-10.47,-1.52,5.35,-23.22,246724,0.0332,0.0426,0.0405,0.0337,5.01,23.77
17,2001-05-31,219500,235500,223300,209000,406000,262422,165000,224500,222600,219500,-0.07652942544777855,3.29,-10.04,-3.73,-42.99,163268,0.0324,0.0252,0.0368,0.0314,5.01,-3.09
18,2001-06-30,191500,218500,207425,191000,379000,248802,165000,205000,196100,191000,-0.10868207370393504,5.22,-24.31,-11.34,-48.03,298603,0.0308,0.0274,0.0367,0.0318,4.99,-13.93
19,2001-07-31,207500,207500,197950,184500,294500,235210,165000,207500,205100,202000,0.33083596214511046,-8.39,-21.7,0.24,-25.36,114563,0.0297,0.0234,0.0358,0.026,4.77,8.36
20,2001-08-31,225000,233000,223950,215000,293500,231072,165000,233000,230000,225000,-0.32220795892169446,2.51,5.88,0.67,-7.79,153621,0.0285,0.0207,0.0333,0.0259,4.54,8.43
21,2001-09-30,208000,230000,213325,188000,293500,229567,165000,225000,216100,208000,-0.49582172701949867,8.9,12.74,-5.45,-17.95,177446,0.0298,0.0353,0.0331,0.028,4.0,-9.96
22,2001-10-31,245500,247500,232700,220000,293500,227598,165000,247500,239900,230000,14.766129032258064,18.31,8.39,5.82,1.24,150717,0.0279,0.0283,0.0303,0.0287,4.02,18.03
23,2001-11-30,264000,295000,269975,249500,295000,228203,165000,295000,278000,262500,1.6219512195121955,13.3,18.12,-8.01,8.2,268935,0.0283,0.0295,0.0302,0.031,4.04,10.0
24,2001-12-31,268000,284000,256225,236500,295000,227770,165000,268000,253300,249500,4.865092748735245,28.85,40.31,7.41,5.93,237150,0.0308,0.0421,0.0307,0.0323,4.01,-2.9
25,2002-01-31,256000,281000,257350,245500,295000,226976,165000,264000,261800,256000,-1.258823529411765,4.28,23.37,-1.16,-3.4,560737,0.0302,0.0225,0.03,0.032,3.98,-4.48
26,2002-02-28,260000,267000,255100,242000,295000,227874,165000,267000,264400,260000,-0.2595078299776286,-5.8,12.55,1.17,22.35,221761,0.0308,0.025,0.0297,0.0313,4.01,-1.52
