,Month,Rm,Rf,Rm-Rf,SMB,HML,AMI,PMI
137,2011-10-31,8.25193522272967,3.26,4.991935222729671,1.15,-2.13,-1.4550269927680688,-3.4309418414163986
138,2011-11-30,-2.51621530363073,3.27,-5.78621530363073,4.83,-0.42,3.949201898737826,-0.18508622940903763
139,2011-12-31,1.535311239405928,3.29,-1.754688760594072,6.18,1.8,0.7575479530042202,-6.7632032036878655
140,2012-01-31,6.331745247530847,3.27,3.061745247530847,-1.78,1.51,1.8790375600612919,1.6097235641661314
141,2012-02-29,4.238985730385394,3.26,0.9789857303853946,8.4,3.04,-7.5581894417122015,-0.5082920833954034
142,2012-03-31,-0.603331214731341,3.24,-3.843331214731341,-2.56,0.54,2.0038978366213485,8.85325313908227
143,2012-04-30,-3.9976722700241965,3.26,-7.257672270024196,-2.81,1.06,-0.6250281580744996,-2.5768810640910402
144,2012-05-31,-6.585843164647386,3.27,-9.855843164647386,1.38,-0.72,1.6732006710634693,-0.196911626666747
145,2012-06-30,0.6974884329319764,3.26,-2.5625115670680234,3.1,-0.59,-4.77254869832916,-0.03151478819734166
146,2012-07-31,1.2226783141001647,3.02,-1.7973216858998353,-2.98,0.85,9.39658551157929,-1.7202768332630711
147,2012-08-31,1.8043513339735,3.01,-1.2056486660264998,4.49,-2.24,-2.8137264488236724,0.6619275953369481
148,2012-09-30,4.843272989271313,3.01,1.8332729892713129,3.64,1.09,-0.9280010331325315,0.9698079052739956
149,2012-10-31,-4.403380926330485,2.75,-7.153380926330485,2.44,3.39,-3.9544204826041494,-1.5173406225853654
150,2012-11-30,0.9094011916521652,2.77,-1.8605988083478349,-1.77,-1.02,-5.128085324225495,-4.758619157623372
151,2012-12-31,5.221279090347551,2.77,2.4512790903475508,-5.41,4.49,1.3685097733454512,2.0413193184931373
152,2013-01-31,-1.3269400860312857,2.76,-4.0869400860312854,5.32,4.09,2.9452942956760637,-0.9859208551858814
153,2013-02-28,3.997728624105875,2.76,1.2377286241058751,0.92,-1.75,3.261401622087476,2.194292319626385
154,2013-03-31,-0.5502534605758314,2.75,-3.3002534605758314,5.98,0.9,11.702630560452164,5.061341052749498
155,2013-04-30,-3.716828594777894,2.78,-6.496828594777893,7.81,2.18,3.0274870618012955,-3.841949378840269
156,2013-05-31,1.9907214648662972,2.5,-0.5092785351337028,1.46,-1.34,-7.560441903987339,2.1801776622935307
157,2013-06-30,-7.203281081591086,2.5,-9.703281081591086,-5.05,0.92,5.938426012540575,-1.32614654821748
158,2013-07-31,3.333265097576188,2.53,0.8032650975761881,2.02,2.3,-2.947123504033243,0.34916651263989706
159,2013-08-31,0.18250215854631335,2.51,-2.3274978414536864,-3.15,1.79,0.6604702209864115,-2.7145759570704797
160,2013-09-30,3.6581522317555653,2.5,1.1581522317555653,-1.48,1.37,-2.0445838784499415,1.9304278042494332
161,2013-10-31,1.6996207571968114,2.52,-0.8203792428031886,-2.52,-1.35,-5.819650133950475,-1.8887738386363395
162,2013-11-30,0.5716325183845044,2.5,-1.9283674816154956,-2.64,1.22,-1.044175043714631,-1.1062024851918153
163,2013-12-31,-1.2746829144353882,2.52,-3.794682914435388,-2.31,3.76,2.3059292805884155,0.4445679298774792
164,2014-01-31,-2.5479138434738076,2.51,-5.057913843473807,6.25,0.08,1.0087675862132954,0.2313131866920628
165,2014-02-28,2.309406187501068,2.49,-0.18059381249893214,2.3,1.63,2.5796863688190257,-2.8678173013200876
166,2014-03-31,0.5807709585716481,2.49,-1.9092290414283521,3.56,0.63,6.019397139048678,1.130005370584513
167,2014-04-30,-0.9151026877980968,2.5,-3.415102687798097,3.71,1.12,-2.2669579355265768,1.8884442908309182
168,2014-05-31,1.4853723025245955,2.49,-1.0046276974754047,-0.41,0.32,-2.832833683950156,1.3329699580297643
169,2014-06-30,0.05661055361878198,2.49,-2.4333894463812182,-1.55,3.07,-1.4659804218197792,-2.306774393890379
170,2014-07-31,3.6177405254643986,2.49,1.1277405254643984,-1.98,5.8,4.880041925386891,-1.43741128970818
171,2014-08-31,0.25049219181975957,2.24,-1.9895078081802406,2.31,2.3,5.43397804897613,0.9783191605910844
172,2014-09-30,-2.0710353948767732,2.24,-4.3110353948767735,3.91,-2.19,9.250546622049583,-2.239512458869001
173,2014-10-31,-2.1979588445006755,1.97,-4.167958844500675,0.73,-1.69,-1.9330883997088932,-2.5196464276909296
174,2014-11-30,0.690093969017795,1.99,-1.299906030982205,-3.62,0.36,3.0575137263658974,-1.396783400619725
175,2014-12-31,-3.1878017592303536,2.03,-5.217801759230353,2.93,-2.64,5.784794456262162,2.232888203856078
176,2015-01-31,2.8031883173719905,2.0,0.8031883173719905,4.64,-4.79,4.292014632694546,0.5698429616402336
177,2015-02-28,2.2714718777805842,1.99,0.28147187778058425,7.55,3.66,2.655136363183672,1.9626546970587384
178,2015-03-31,3.1678177548261743,1.74,1.4278177548261743,5.76,0.72,2.757003570470502,-2.559845964859477
179,2015-04-30,4.468341940607473,1.74,2.728341940607473,1.28,0.92,3.791636636446526,-1.6368525449979785
180,2015-05-31,-0.16782692401562826,1.74,-1.9078269240156283,5.94,-4.86,7.796235099477627,-1.3564086425552802
181,2015-06-30,-1.1067090206173305,1.5,-2.6067090206173305,3.17,-1.75,-4.8744115881491155,-0.8606484250118029
182,2015-07-31,-1.8044036719143435,1.5,-3.3044036719143435,2.28,-1.03,-1.5436215938518956,-1.4782064930958114
183,2015-08-31,-3.817493738250235,1.52,-5.3374937382502345,-2.18,-0.12,-2.7992831772657922,-2.2603507927312023
184,2015-09-30,1.6399942072597042,1.49,0.14999420725970425,2.85,2.6,-0.2515215814890581,-3.915298877232871
185,2015-10-31,3.518745395340318,1.5,2.018745395340318,0.43,-0.97,4.8259893956268485,-0.9576711165330778
186,2015-11-30,-1.4453844165126242,1.5,-2.945384416512624,-0.42,-1.22,-33.8720810100193,2.624792416734323
187,2015-12-31,12.78639117998344,1.52,11.26639117998344,1.58,0.68,2.53228015313384,0.6813072527545785
